"ID","Number","Invoice Ref","Created","Updated","Author","Description","Property Ref","Property","Branch","Client Ref","Client","Billing Card Ref","Billing Card Name","Date","Due Date","Days Overdue","Last Reminder Sent At","Subtotal","Tax","Total","Credit Total","Status","Task Ref","Task Name","Task ID","Task Status","Task Cost Centre","Task Category","Task Service Group"
2970,"U0000845","W13974549","2025-03-31 08:59:14","2025-05-25 03:01:27","Jade Ogony","","39A497","ACU - Building 533 - 33 Berry Street, North Sydney - NSW 2055","","1072","Australian Catholic Universities (ACU)","CO-2387","Australian Catholic University (ACU)","2025-03-31","2025-04-30",351,"","2350.0000","235.0000","2585.0000",0.00,"PAID","T-08338","Detector fault","8338","COMPLETE","","Callout","R DETECTION"
2969,"U0000844","PO6488107_201010","2025-03-31 08:23:26","2025-05-09 03:15:32","Jade Ogony","","39A626","20 Eastern Creek Drive, Eastern Creek, NSW 2766","","CBRE1","Bieson Pty Ltd C/- CBRE Pty Ltd CBRE","*None","Qanstruct (Aust) Pty Ltd","2025-03-31","2025-04-30",351,"","3465.0000","346.5000","3811.5000",0.00,"PAID","T-04202","Faults on FIP constantly appear","4202","COMPLETE","","Callout","R DETECTION"
2968,"U0000843","289042 / 502264","2025-03-31 08:19:25","2025-04-19 03:17:15","Jade Ogony","","39A415 I AU002","Goodman AU002 - Slough Business Park - Block I Units 40 & 51 - 2 Slough Avenue, Silverwater, NSW, 2128","","","Goodman Property Services (Aust) Pty Limited SC01822","CO-074","Goodman Property Services (Aust) Pty Limited","2025-03-31","2025-04-30",351,"","1370.0000","137.0000","1507.0000",0.00,"PAID","T-00856","AU002 Slough Business Park","856","COMPLETE","","Callout","R DETECTION"
2962,"U0000837","3700849919","2025-03-28 15:47:20","2025-05-10 03:02:29","Jade Ogony","","39A685","MONDC - 13 Bushmaster Avenue, Moorebank, NSW 2170","","1003","FlameSafe Fire Protection (Testing Purposes)","CO-2529","Primary Connect","2025-03-28","2025-04-30",351,"","460.0000","46.0000","506.0000",0.00,"PAID","T-09009","Site attendance required following on from Vesda alarm on the weekend.","9009","COMPLETE","","Callout","R DETECTION"
2961,"U0000836","","2025-03-28 15:17:56","2025-04-24 03:04:35","Jade Ogony","","39875","Costco Casula - 20 Parkers Farm Place, Casula, 2170 NSW","","280","Costco Wholesale Auburn","CO-1742","Costco Wholesale Australia Pty Ltd","2025-03-28","2025-04-30",351,"","460.0000","46.0000","506.0000",0.00,"PAID","T-09089","Site attendance required to conduct a mock fire drill requested by Costco.","9089","COMPLETE","","Callout","R DETECTION"
2960,"U0000835","WOT0025369","2025-03-28 15:12:31","2025-06-28 03:17:52","Jade Ogony","","39A513","ACU - Building 600-650 - 25a Baker Road, Strathfield, NSW 2055","","","Australian Catholic University (ACU)","CO-2387","Australian Catholic University (ACU)","2025-03-28","2025-04-30",351,"","706.0000","70.6000","776.6000",0.00,"PAID","T-09125","Faults on FIP","9125","COMPLETE","","Callout","R DETECTION"
2959,"U0000834","Sam Pearson","2025-03-28 15:11:24","2025-04-23 03:06:25","Jade Ogony","","39696","Costco Wholesale - 17-21 Parramatta Road, Auburn, NSW 2141","","280","Costco Wholesale Auburn","CO-1742","Costco Wholesale Australia Pty Ltd","2025-03-28","2025-04-30",351,"","460.0000","46.0000","506.0000",0.00,"PAID","T-09124","FIP Faults","9124","COMPLETE","","Callout","R DETECTION"
2958,"U0000833","30330870","2025-03-28 14:59:10","2025-05-09 03:15:32","Jade Ogony","","39A337","(ROC) Rail Operations Centre - Mandible & Wyndham Street, Alexandria, NSW 2015","","1002","Sydney Trains","CO-2217","Sydney Trains ( Transport for NSW)","2025-03-28","2025-04-30",351,"","580.0000","58.0000","638.0000",0.00,"PAID","T-08971","Roc","8971","COMPLETE","","Callout","R DETECTION"
2957,"U0000832","3700852194 PO INC","2025-03-28 14:58:11","2025-05-15 03:02:56","Jade Ogony","","39A000","Flamesafe - Standalone Sites 5 Mary Parade, NSW 2116","","","Primary Connect","CO-2529","Primary Connect","2025-03-28","2025-04-30",351,"","460.0000","46.0000","506.0000",0.00,"PAID","T-08963","VESDA fault","8963","COMPLETE","","Callout","R DETECTION"
2956,"U0000831","BAR215_2500032","2025-03-28 14:52:13","2025-04-19 03:17:15","Jade Ogony","","39960","20-22 Mons Road, Westmead, NSW 2145","","","Barwon Investment Partners Pty Ltd ACN 116 012 009 as trustee of the Barwon Institutional Healthcare Property Fund ABN 20 296 879 068","CO-1725","Venncap Real Estate Pty Ltd","2025-03-28","2025-04-30",351,"","460.0000","46.0000","506.0000",0.00,"PAID","T-08406","Re-turn to de-isolate","8406","COMPLETE","","Callout","R DETECTION"
2954,"U0000829","PO15616087","2025-03-28 14:10:03","2025-05-03 03:17:30","Jade Ogony","","39942","Woolworths - Building 1 Kiaora Lands -  1 Kiaora Road, Double Bay, NSW 2028","","93","BGIS Pty Ltd","CO-2143","BGIS Pty Ltd ","2025-03-28","2025-04-30",351,"","1890.0000","189.0000","2079.0000",0.00,"PAID","T-06536","OWS fault","6536","COMPLETE","","Callout","R DETECTION"
2952,"U0000827","4506423687","2025-03-28 13:08:37","2025-05-24 03:10:29","Jade Ogony","","39559","Goodman Fielder - 16 Templar Rd, Erskine Park, NSW 2759","","391","Goodman Fielder Consumer Foods Pty Ltd","CO-154","Goodman Fielder Consumer Foods Pty Ltd","2025-03-28","2025-04-30",351,"","460.0000","46.0000","506.0000",0.00,"PAID","T-09127","Fire Panel training","9127","COMPLETE","","Callout","R DETECTION"
2951,"U0000826","A25005_2400076","2025-03-28 13:01:46","2025-05-30 03:13:55","Quinton Giles","As per accepted defect quote QD-0184 dated 28-11-2024.","39A150","Centuria - UGL - 3 George Young Street, Auburn, NSW 2144","","243","Centuria Property Funds No. 2 Ltd ACF Centuria Institutional Investment No. 3 Ltd ATF CIP Sub Trust No. 4","CO-2122","Centuria Property Funds","2025-03-28","2025-04-30",351,"","2143.3700","214.3400","2357.7100",0.00,"PAID","T-03096","39A150 (Quote QD-0184)","3096","COMPLETE","","Repair","R DETECTION"
2949,"U0000824","007099","2025-03-28 11:54:23","2025-06-05 03:08:30","Jade Ogony","As per accepted defect quote QD-0430 dated 05-03-2025.","39A562","Tate & TC Boxes - 28 Astoria Street, Marsden Park, NSW 2765","","","Tate Asia- Pacific Pty Ltd","*None","Tate Asia Pacific Pty Ltd","2025-03-28","2025-04-30",351,"","2000.0000","200.0000","2200.0000",0.00,"PAID","T-09111","39A565 (Quote QD-0430)","9111","COMPLETE","","Repair","R DETECTION"
2948,"U0000823","PO15615507","2025-03-28 11:45:52","2025-05-03 03:17:30","Jade Ogony","","39A266","BGIS Kiaora Lands - 451 New South Head Road, Double Bay, NSW  2028","","93","BGIS Pty Ltd","CO-2143","BGIS Pty Ltd ","2025-03-28","2025-04-30",351,"","720.0000","72.0000","792.0000",0.00,"PAID","T-09275","Alarm fault 20 March","9275","COMPLETE","","Callout","R DETECTION"
2927,"U0000802","PN00063522","2025-03-28 09:53:26","2025-04-24 03:04:35","Jade Ogony","","39A193","1 YORK - 1 York Street, Sydney, NSW 2000","","","York II Sub Trust","CO-1513","Jones Lang Lasalle","2025-03-28","2025-04-30",351,"","2210.0000","221.0000","2431.0000",0.00,"PAID","T-09126","Fire Panel testing","9126","COMPLETE","","Callout","R DETECTION"
2916,"U0000791","289040 / 502262 - CO 509026","2025-03-27 16:53:22","2025-04-19 03:17:15","Jade Ogony","","39A415 H AU002","Goodman AU002 - Slough Business Park - Block H Units 48-50 - 2 Slough Avenue, Silverwater, NSW, 2128","","","Goodman Property Services (Aust) Pty Limited SC01822","CO-074","Goodman Property Services (Aust) Pty Limited","2025-03-27","2025-04-30",351,"","3882.0000","388.2000","4270.2000",0.00,"PAID","T-09028","Some PA systems not working - REFER killian or ryan robinson","9028","COMPLETE","","Callout","R DETECTION"
2915,"U0000790","WO 292544 Po 508608","2025-03-27 16:47:58","2025-04-13 03:17:21","Mariette Henderson","","39A577 AU099","Goodman AU099 - 31 Heathcote Road, Moorebank, NSW, 2170","","","Goodman Property Services (Aust) Pty Limited  SC01822","CO-074","Goodman Property Services (Aust) Pty Limited","2025-03-27","2025-04-30",351,"","1960.0000","196.0000","2156.0000",0.00,"PAID","T-08360","System Faults","8360","COMPLETE","","Callout","R DETECTION"
2914,"U0000789","W13909448","2025-03-27 16:35:03","2025-05-11 03:04:25","Jade Ogony","Darren. 13/93/25. 
Arrived on site and found WIP phones all activated, couldn’t reset. Powered down Ewis and put WIP phone on level 4 back on its receivier. 
Ewis normal.","39A283","18 Smith Street, Parramatta, NSW 2150","","","EUREKA FUND 5 PTY LIMITED ATF EUREKA PROPERTY FUND C/- Knight Frank Australia Pty Ltd","CO-070","Knight Frank Australia Pty","2025-03-27","2025-04-30",351,"","720.0000","72.0000","792.0000",0.00,"PAID","T-09196","Warden phones going off ","9196","COMPLETE","","Callout","R DETECTION"
2913,"U0000788","WO 291429 PO: 506573 - CO RQD","2025-03-27 16:33:19","2025-04-19 03:17:15","Jade Ogony","","39A116 AU106","Goodman AU106 - M5 Industry Park - Building 1 -  1 Moorebank Avenue, Moorebank, NSW 2170","","","Goodman Property Services (Aust) Pty Limited  SC01822","CO-074","Goodman Property Services (Aust) Pty Limited","2025-03-27","2025-04-30",351,"","590.0000","59.0000","649.0000",0.00,"PAID","T-09261","Afterhour callout","9261","COMPLETE","","Callout","R DETECTION"
2912,"U0000787","Steve Corteze","2025-03-27 16:24:23","2025-05-09 03:15:33","Jade Ogony","","39233","The Kitchenary - 27 Holbeche Road, Arndell Park, NSW 2148","","72","The Kitchenary Pty Ltd","CO-2161","The Kitchenary Pty Ltd","2025-03-27","2025-04-30",351,"","460.0000","46.0000","506.0000",0.00,"PAID","T-09296","Fault on FIP","9296","COMPLETE","","Callout","R DETECTION"
2911,"U0000786","WO: 291291 PO: 506257 - CO RQD","2025-03-27 16:23:14","2025-04-25 03:05:45","Jade Ogony","","39447 AU543 BLD E","Goodman AU543 - Packcentre Shed 2 - 33-83 Quarry Road, Erskine Park, NSW 2759","","","Goodman Property Services (Aust) Pty Limited SC01822","CO-074","Goodman Property Services (Aust) Pty Limited","2025-03-27","2025-04-30",351,"","460.0000","46.0000","506.0000",0.00,"PAID","T-09303","Re-test","9303","COMPLETE","","Callout","R DETECTION"
2910,"U0000785","WO: 292134 PO 507772 - CO RQD","2025-03-27 16:20:41","2025-04-25 03:05:45","Jade Ogony","","39659 AU545","Goodman AU545 - Interlink Industrial Estate - Kimberly Clark -  35 Sarah Andrews Close, Erskine Park, NSW 2759","","","Goodman Property Services (Aust) Pty Limited SC01822","CO-074","Goodman Property Services (Aust) Pty Limited","2025-03-27","2025-04-30",351,"","560.0000","56.0000","616.0000",0.00,"PAID","T-09309","Fault on FIP","9309","COMPLETE","","Callout","R DETECTION"
2909,"U0000784","","2025-03-27 15:19:21","2025-04-13 03:17:21","Jade Ogony","As per accepted defect quote QD-0421 dated 28-02-2025.","39959","Designer Transport - 75 Henderson Street, Turrella, NSW 2205","","212","C/- Steven Krulis Real Estate Consultants","CO-1772","Steven Krulis Real Estate Consultants","2025-03-27","2025-04-30",351,"","628.0000","62.8000","690.8000",0.00,"PAID","T-09144","39959 (Quote QD-0421)","9144","COMPLETE","","Repair","R DETECTION"
2908,"U0000783","CWO0623209","2025-03-27 12:59:21","2025-04-13 03:17:21","Jade Ogony","","39A434","Metrolink Corporate Park - 197-201 Coward Street  Mascot, NSW 2020","","","The Trust Company (Australia) Ltd ATF Ascendas Business Park Trust No.1 C/- Colliers","CO-504","Colliers International","2025-03-27","2025-04-30",351,"","460.0000","46.0000","506.0000",0.00,"PAID","T-09232","Fault on FIP","9232","COMPLETE","","Callout","R DETECTION"
2907,"U0000782","WO: 292569 PO: 508629","2025-03-27 12:22:45","2025-04-25 03:05:45","Jade Ogony","","39A418 AU059","Goodman AU059 Lidcombe Business Park (Buildings A to F) - 3-29 Birnie Avenue  LIDCOMBE, 2141, NSW","","","Goodman Property Services (Aust) Pty Limited SC01822","CO-074","Goodman Property Services (Aust) Pty Limited","2025-03-27","2025-04-30",351,"","460.0000","46.0000","506.0000",0.00,"PAID","T-09354","Fire Alarm 27/3 ","9354","COMPLETE","","Callout","R DETECTION"
2906,"U0000781","007099","2025-03-26 16:33:03","2025-04-05 03:01:52","Jade Ogony","As per accepted defect quote QD-0430 dated 05-03-2025.","39A565","DHL - 15 Astoria Street, Marsden Park, NSW 2765","","1046","Ganian Pty Ltd ATF Blacktown Waste & Quarrying Land Unit Trust","CO-2314","Ganian Pty Ltd","2025-03-26","2025-04-30",351,"","2000.0000","200.0000","2200.0000",2200.00,"PAID","T-09111","39A565 (Quote QD-0430)","9111","COMPLETE","","Repair","R DETECTION"
2905,"U0000780","WO: 292412 PO: 508273 - CO RQD","2025-03-26 15:18:11","2025-04-11 03:16:58","Jade Ogony","","39A416 AU019","Goodman AU019 - Transtech Business Park - 12 Mars Road, Lane Cove West, NSW 2066","","","Goodman Property Services (Aust) Pty Limited SC01822","CO-074","Goodman Property Services (Aust) Pty Limited","2025-03-26","2025-04-30",351,"","790.0000","79.0000","869.0000",0.00,"PAID","T-09130","Faults on FIP","9130","COMPLETE","","Callout","R DETECTION"
2903,"U0000778","Work Order No: 288191 Purchase Order No: 500675","2025-03-26 15:03:26","2025-04-13 03:17:21","Jade Ogony","","39A591 AU240","Goodman AU240 - Park View Business Park - 3 Talavera Road, Macquarie Park, NSW 2113","","","Goodman Property Services (Aust) Pty Limited SC01822","CO-074","Goodman Property Services (Aust) Pty Limited","2025-03-26","2025-04-30",351,"","460.0000","46.0000","506.0000",0.00,"PAID","T-08369","Faulty detector","8369","COMPLETE","","Callout","R DETECTION"
2900,"U0000775","","2025-03-26 15:02:03","2025-06-15 03:05:48","Jade Ogony","As per accepted defect quote QD-0252 dated 18-12-2024.","39A501 AU870","Goodman AU870 - Chep - 13-15 Interchange Drive, Eastern Creek - NSW 2766","","108","Brambles AU AP Imaging","CO-1872","Brambles Au","2025-03-26","2025-04-30",351,"","20825.0000","2082.5000","22907.5000",0.00,"PAID","T-08385","39A501 (Quote QD-0252)","8385","COMPLETE","","Repair","R DETECTION"
2896,"U0000771","Work Order No: 288210 Purchase Order No: 500699","2025-03-26 14:59:40","2025-04-13 03:17:21","Jade Ogony","","39656 AU546","Goodman AU546 - Interlink Industrial Estate - 28 Sarah Andrew Close, Erskine Park, NSW 2759","","","Goodman Property Services (Aust) Pty Limited SC01822","CO-074","Goodman Property Services (Aust) Pty Limited","2025-03-26","2025-04-30",351,"","460.0000","46.0000","506.0000",0.00,"PAID","T-08364","Michael Berger has called requesting attendance to investigate pump tamper faults showing on the FI…","8364","COMPLETE","","Callout","R DETECTION"
2894,"U0000769","CWO0617281","2025-03-26 14:58:42","2025-04-13 03:17:21","Jade Ogony","","39A479","Union NSW - 4-10 Goulburn Street, Sydney, NSW 2000","","150","C/- Colliers Int’l Pty Ltd","CO-504","Colliers International","2025-03-26","2025-04-30",351,"","460.0000","46.0000","506.0000",0.00,"PAID","T-08361","Maintenance Fault","8361","COMPLETE","","Callout","R DETECTION"
2891,"U0000766","CWO0617669","2025-03-26 14:49:30","2025-06-06 11:39:01","Jade Ogony","","39A677","Mandarin Centre - 65 Albert Ave, Chatswood NSW 2067","","150","C/- Colliers Int’l Pty Ltd","CO-504","Colliers International","2025-03-26","2025-04-30",351,"","8485.0000","848.5000","9333.5000",9333.50,"PAID","T-08348","Mech Investigation","8348","COMPLETE","","Callout","R DETECTION"
2890,"U0000765","","2025-03-26 14:46:10","2025-04-13 03:17:21","Jade Ogony","","39A152","Linfox - 3 Harris Avenue, Marsden Park, NSW 2765","","510","Linfox Australia","CO-1557","Linfox Australia","2025-03-26","2025-04-30",351,"","590.0000","59.0000","649.0000",649.00,"PAID","T-08346","Mechanical Trip","8346","COMPLETE","","Callout","R DETECTION"
2875,"U0000750","SPearson","2025-03-26 14:32:35","2025-04-18 03:10:52","Jade Ogony","","39696","Costco Wholesale - 17-21 Parramatta Road, Auburn, NSW 2141","","280","Costco Wholesale Auburn","CO-1742","Costco Wholesale Australia Pty Ltd","2025-03-26","2025-04-30",351,"","1160.0000","116.0000","1276.0000",0.00,"PAID","T-08336","Afterhours Isolation","8336","COMPLETE","","Callout","R DETECTION"
2870,"U0000745","K2-223LIV-03870","2025-03-26 14:29:56","2025-07-13 03:16:49","Jade Ogony","","39A449","223-225 Liverpool Street, Darlinghurst, NSW 2010","","","Forza Capital Pty Ltd ATF Forza 223 Liverpool Fund","CO-2740","Forza Capital Pty Ltd ATF Forza Liverpool Street F","2025-03-26","2025-04-09",372,"","590.0000","59.0000","649.0000",0.00,"PAID","T-08330","Isolation on FIP","8330","COMPLETE","","Callout","R DETECTION"
2864,"U0000739","","2025-03-26 14:25:09","2025-04-24 03:04:35","Jade Ogony","","39875","Costco Casula - 20 Parkers Farm Place, Casula, 2170 NSW","","280","Costco Wholesale Auburn","CO-1742","Costco Wholesale Australia Pty Ltd","2025-03-26","2025-04-30",351,"","590.0000","59.0000","649.0000",0.00,"PAID","T-08313","Faults on FIP","8313","COMPLETE","","Callout","R DETECTION"
2861,"U0000736","david","2025-03-26 14:22:10","2025-04-17 03:17:38","Jade Ogony","","39576","Mr EH - 1 Ross Street, Glebe, NSW 2037","","575","Rodiv NSW Pty Limited","CO-686","D.J.Wear & Associates","2025-03-26","2025-04-30",351,"","1007.0000","100.7000","1107.7000",0.00,"PAID","T-08287","Faulty Detector ","8287","COMPLETE","","Callout","R DETECTION"
2857,"U0000732","Steve Trinh 11/2","2025-03-26 14:18:55","2026-04-15 14:49:50","Jade Ogony","","39A578","40 Ricketty Road, Mascot, NSW 2020","","1097","Henderson & Horning Pty Ltd","CO-2500","Henderson & Horning Pty Ltd","2025-03-26","2025-04-30",351,"","460.0000","46.0000","506.0000",0.00,"PAID","T-07921","Isolation on Fire Panel","7921","COMPLETE","","Callout","R DETECTION"
2847,"U0000722","023899","2025-03-26 13:26:31","2025-05-07 03:00:40","Jade Ogony","","39978","COLES RRM - 54 Templar Road, Erskine Park, NSW 2759","","703","Retail Ready Operations Australia","CO-2099","Retail Ready Operations Australia","2025-03-26","2025-04-30",351,"","1730.0000","173.0000","1903.0000",0.00,"PAID","T-07459","54 Templar Road, Erskine Park","7459","COMPLETE","","Callout","R DETECTION"
2845,"U0000720","Work Order No: 292232 Purchase Order No: 507933","2025-03-26 12:52:57","2025-04-11 03:16:59","Jade Ogony","","39418 A AU543","Goodman AU543 - Zirco Data - 15-23 Quarry Road, Erskine Park, NSW 2759","","","Goodman Property Services (Aust) Pty Limited SC01822","CO-074","Goodman Property Services (Aust) Pty Limited","2025-03-26","2025-04-30",351,"","460.0000","46.0000","506.0000",0.00,"PAID","T-07598","VESDA 10 in fault","7598","COMPLETE","","Callout","R DETECTION"
2843,"U0000718","","2025-03-25 15:18:58","2025-04-24 03:04:35","Jade Ogony","","39180","PHEBRA - 17-19 Orion Road, Lane Cove, NSW 2066","","616","Phebra Pty Ltd","CO-1766","Orion Estates Pty Ltd","2025-03-25","2025-04-30",351,"","1360.0000","136.0000","1496.0000",0.00,"PAID","T-06717","Mechanical Trrip","6717","COMPLETE","","Callout","R DETECTION"
2842,"U0000717","","2025-03-25 15:06:19","2025-05-30 03:13:55","Jade Ogony","","39377","SP99020 - Franconia Apartments - 123-125 Macleay Street, Potts Point, NSW 2011","","363","Franconia Pty Ltd (99020)","CO-482","Bright & Duggan Pty Ltd","2025-03-25","2025-04-30",351,"","1434.0000","143.4000","1577.4000",0.00,"PAID","T-06602","Panel faults","6602","COMPLETE","","Callout","R DETECTION"
2841,"U0000716","117465","2025-03-25 15:04:06","2025-04-24 03:04:35","Jade Ogony","","39A581","LOGOS - 246 Miller Road, Villawood, NSW 2165","","1084","Logos Property Management Pty Limited","CO-2420","Logos Property Management Pty Ltd","2025-03-25","2025-04-30",351,"","3240.0000","324.0000","3564.0000",0.00,"PAID","T-05975","Check for faults","5975","COMPLETE","","Callout","R DETECTION"
2839,"U0000714","","2025-03-25 12:36:34","2025-05-01 03:11:34","Jade Ogony","","39A382","ASICS - 6 Darling Street, Marsden Park - NSW 2765","","1046","Ganian Pty Ltd ATF Blacktown Waste & Quarrying Land Unit Trust","CO-2314","Ganian Pty Ltd","2025-03-25","2025-04-30",351,"","460.0000","46.0000","506.0000",0.00,"PAID","T-06477","EVAC Test","6477","COMPLETE","","Callout","R DETECTION"
2838,"U0000713","507477","2025-03-25 10:56:54","2025-04-19 03:17:16","Jade Ogony","","39413 AU543","Goodman AU543 - 33-38 Quarry Road (Bld B, Bld C & Bld D), Erskine Park, NSW 2759","","","Goodman Property Services (Aust) Pty Limited SC01822","CO-074","Goodman Property Services (Aust) Pty Limited","2025-03-25","2025-04-30",351,"","920.0000","92.0000","1012.0000",0.00,"PAID","T-09140","Fault Smoke Control","9140","COMPLETE","","Callout","R DETECTION"
2837,"U0000712","Work Order No: 281705 Purchase Order No: 489083","2025-03-25 10:44:54","2025-04-13 03:17:21","Jade Ogony","","39A415 AU002","Goodman AU002 - Slough Business Park - 2 Slough Avenue, Silverwater, NSW, 2128","","","Goodman Property Services (Aust) Pty Limited SC01822","CO-074","Goodman Property Services (Aust) Pty Limited","2025-03-25","2025-04-30",351,"","644.0000","64.4000","708.4000",0.00,"PAID","T-04654","Fire alarm","4654","COMPLETE","","Callout","R DETECTION"
2836,"U0000711","4506349243","2025-03-25 10:42:45","2025-05-24 03:10:29","Jade Ogony","","39559","Goodman Fielder - 16 Templar Rd, Erskine Park, NSW 2759","","391","Goodman Fielder Consumer Foods Pty Ltd","CO-154","Goodman Fielder Consumer Foods Pty Ltd","2025-03-25","2025-04-30",351,"","2388.0000","238.8000","2626.8000",0.00,"PAID","T-05513","Goodman Fielder","5513","COMPLETE","","Callout","R DETECTION"
2835,"U0000710","26PAV2500008","2025-03-24 15:38:08","2025-04-23 03:06:25","Jade Ogony","","39A280","Freight Assist Australia - 26 Pavesi Street, Guildford, NSW 2161","","","Cambooya Properties C/- Knight Frank Australia Pty Ltd","CO-070","Knight Frank Australia Pty","2025-03-24","2025-04-30",351,"","460.0000","46.0000","506.0000",0.00,"PAID","T-09100","Battery fault","9100","COMPLETE","","Callout","R DETECTION"
2834,"U0000709","Work Order No: 289659 Purchase Order No: 503485","2025-03-24 13:59:19","2025-04-13 03:17:21","Jade Ogony","","39A591 AU240","Goodman AU240 - Park View Business Park - 3 Talavera Road, Macquarie Park, NSW 2113","","","Goodman Property Services (Aust) Pty Limited SC01822","CO-074","Goodman Property Services (Aust) Pty Limited","2025-03-24","2025-04-30",351,"","590.0000","59.0000","649.0000",0.00,"PAID","T-09131","Auto Door trip.","9131","COMPLETE","","Callout","R DETECTION"
2833,"U0000708","10304634","2025-03-24 11:58:18","2025-05-09 03:15:33","Jade Ogony","","39A537","Coles CFC - 154 Cowpasture Road, Wetherill Park, NSW 2164","","CO-2766","City Holdings","CO-2766","City Holdings","2025-03-24","2025-04-30",351,"","580.0000","58.0000","638.0000",0.00,"PAID","T-06478","Fire Drill Coles WP CFC","6478","COMPLETE","","Callout","R DETECTION"
2832,"U0000707","","2025-03-24 10:56:14","2025-04-13 03:17:21","Jade Ogony","","39A288","NIMBE - 39-47 Regent Street, Chippendale, NSW 2008","","1077","Intera Group","CO-2398","Intera Group","2025-03-24","2025-04-30",351,"","460.0000","46.0000","506.0000",0.00,"PAID","T-09133","Mech Test","9133","COMPLETE","","Callout","R DETECTION"
2831,"U0000706","PN00067709","2025-03-24 10:44:18","2025-05-07 03:00:40","Jade Ogony","","39678","49 Hotham Parade, Artarmon, NSW 2064","","","Lendlease Real Estate Investments Ltd C/- JLL","CO-1513","Jones Lang Lasalle","2025-03-24","2025-04-30",351,"","460.0000","46.0000","506.0000",0.00,"PAID","T-09225","Fault on FIP","9225","COMPLETE","","Callout","R DETECTION"
2830,"U0000705","D Waar","2025-03-24 10:42:34","2025-04-17 03:17:38","Jade Ogony","","39955","D.J.Wear - 117 York Street, Sydney, NSW 2000","","166","117 York Street Pty Limited","CO-686","D.J.Wear & Associates","2025-03-24","2025-04-30",351,"","1260.0000","126.0000","1386.0000",0.00,"PAID","T-09224","Stair Press","9224","COMPLETE","","Callout","R DETECTION"
2829,"U0000704","PN00068399","2025-03-24 08:35:27","2025-05-07 03:00:40","Jade Ogony","","39679","Lend Lease Funds Management - 1A Bessemer Street, Blacktown, NSW 2148","","","Lendlease Real Estate Investments Ltd C/- JLL","CO-1513","Jones Lang Lasalle","2025-03-24","2025-04-30",351,"","520.0000","52.0000","572.0000",0.00,"PAID","T-09236","EWIS System","9236","COMPLETE","","Callout","R DETECTION"
2828,"U0000703","002160","2025-03-24 08:21:28","2025-06-25 03:10:26","Jade Ogony","As per accepted defect quote QD-0101 dated 14-11-2024.","39A612","83-87 Market Street, Sydney, NSW 2000","","1067","Mercer Property Pty Ltd","CO-2535","NGP Investments No 2 Pty Ltd","2025-03-24","2025-04-30",351,"","1152.6000","115.2600","1267.8600",0.00,"PAID","T-02781","39A612 (Quote QD-0101)","2781","COMPLETE","","Repair","R DETECTION"
2827,"U0000702","","2025-03-24 08:19:27","2025-04-13 03:17:21","Jade Ogony","As per accepted defect quote QD-0055 dated 25-10-2024.","39A184","AEU NSW Teachers Federation Branch - 23-33 Mary Street, Surry Hills, 2010","","20","AEU NSW Teachers Federation Branch","CO-2055","AEU NSW Teachers Federation","2025-03-24","2025-04-30",351,"","780.0000","78.0000","858.0000",0.00,"PAID","T-04002","39A184 (Quote QD-0055)","4002","COMPLETE","","Repair","R DETECTION"
2826,"U0000701","Clive Roberts 22 November","2025-03-21 20:11:28","2025-04-13 03:17:21","Jade Ogony","As per accepted defect quote QD-0148 dated 22-11-2024.","39A184","AEU NSW Teachers Federation Branch - 23-33 Mary Street, Surry Hills, 2010","","20","AEU NSW Teachers Federation Branch","CO-2055","AEU NSW Teachers Federation","2025-03-21","2025-04-30",351,"","794.0700","79.4100","873.4800",0.00,"PAID","T-02915","39A184 (Quote QD-0148)","2915","COMPLETE","","Repair","R DETECTION"
2825,"U0000700","PN00026079","2025-03-21 20:08:21","2025-05-07 03:00:40","Jade Ogony","As per accepted defect quote QD-0114 dated 15-11-2024.","39A273","71 Owen Street, Glendenning, NSW 2761","","","Lendlease Real Estate Investments Ltd C/- JLL","CO-1513","Jones Lang Lasalle","2025-03-21","2025-04-30",351,"","460.0000","46.0000","506.0000",0.00,"PAID","T-02920","39A273 (Quote QD-0114)","2920","COMPLETE","","Repair","R DETECTION"
2824,"U0000699","18906926","2025-03-21 20:00:46","2025-07-05 03:07:13","Jade Ogony","As per accepted defect quote QD-0151 dated 22-11-2024.","39A102","Barangaroo Culture Space Building - Cnr Towns Place and Dalgety Road, Millers Point, NSW 2000","","162","Placemaking NSW c/- Cushman & Wakefield Pty Ltd","CO-2034","Cushman & Wakefield Pty Ltd","2025-03-21","2025-04-30",351,"","1405.7200","140.5700","1546.2900",0.00,"PAID","T-02946","39A102 (Quote QD-0151)","2946","COMPLETE","","Repair","R DETECTION"
2823,"U0000698","","2025-03-21 19:25:52","2025-04-13 03:17:21","Jade Ogony","As per accepted defect quote QD-0078 dated 01-11-2024.","39964","Ya Zhou Wen Hua Enterprises - 541-543 Kent Street, Sydney, NSW 2000 - NSW 2134","","168","C/- ED Realty","CO-1954","ED Realty","2025-03-21","2025-04-30",351,"","1300.0000","130.0000","1430.0000",0.00,"PAID","T-03139","39964 (Quote QD-0078)","3139","COMPLETE","","Repair","R DETECTION"
