Task Ref,Task Name,Task Client,Task Property,Task Category,Task Service Group,Task Assigned To,Quoted Cost,Quoted Sell,Quoted Profit,Quoted Margin,Estimated Cost,Estimated Sell,Estimated Hours,Committed Cost,Committed Hours,Revised Cost,Revised Sell,Revised Profit,Revised Margin,Revised Hours,Uninvoiced,Left to be incurred,Billable,Net Billable,Actual Cost,Invoiced,Invoiced Credit,Net Invoiced,Actual Profit,Actual Margin,Actual Hours,Cash Position,Cumulative Actual Cost,Cumulative Net Invoiced,Activity Actual Cost,Activity Net Invoiced
T-36631,QD-2545 - FIP Works,Cambooya Properties C/- Knight Frank Australia Pty Ltd,"Freight Assist Australia - 26 Pavesi Street, Guildford, NSW 2161",Repair,R DETECTION,John Minai,525.00,650.00,125.00,19.23%,525.00,650.00,0.00,0.00,0.00,525.00,650.00,125.00,19.23%,0.00,650.00,525.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-25885,ECK Chiller #2 fire trip (Quote QD-1599),Healthcare Logistics,"20 Eastern Creek Drive, Eastern Creek, NSW 2766",Repair,R DETECTION,Gordon Jenkins,3372.50,4311.44,938.94,21.78%,0.00,0.00,0.00,0.00,0.00,600.17,0.00,-600.17,,0.00,0.00,0.00,0.00,0.00,600.17,0.00,0.00,0.00,-600.17,,4.62,-600.17,600.17,0.00,210.17,0.00
T-16220,Sounds like there’s a short circuit,White Horse,"White Horse - 381 Crown St, Surry Hills",Callout,R DETECTION,John Minai,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,422.51,590.00,167.49,28.39%,0.00,0.00,0.00,0.00,0.00,422.51,590.00,0.00,590.00,167.49,28.39%,3.25,167.49,422.51,590.00,0.00,0.00
T-03094,39A369 (Quote QD-0139),Logos Property Management Pty Limited,"LOGOS - Sigma Healthcare - 2 Imperata Close, Kemps Creek, NSW 2165",Repair,R DETECTION,Jade Ogony,1.00,3000.00,2999.00,99.97%,1.00,3000.00,0.00,0.00,0.00,1.00,3000.00,2999.00,99.97%,0.00,3000.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-34751,WIP Phone on the Macquarie Ground Floor ,State Library of NSW,"State Library of NSW - 1 Shakespeare Place, Sydney, NSW 2000",Callout,R DETECTION,Nu Unasa,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,580.00,580.00,100.00%,0.00,580.00,0.00,580.00,580.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-37987,isolate the smoke detectors whilst fire dampers are being replaced,Goodman Property Services (Aust) Pty Limited SC01822,"Goodman AU210 - Gateway Industrial Estate - Building B - 209-211 Walters Road, Arndell Park, NSW 2149",Callout,R DETECTION,Gordon Jenkins,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,156.00,460.00,304.00,66.09%,0.00,460.00,0.00,460.00,460.00,156.00,0.00,0.00,0.00,-156.00,,1.20,-156.00,156.00,0.00,156.00,0.00
T-38790,QD-2575 Works,Logos Property Management Pty Limited,"LOGOS - Sigma Healthcare - 2 Imperata Close, Kemps Creek, NSW 2165",Repair,R DETECTION,Gordon Jenkins,420.00,520.00,100.00,19.23%,420.00,520.00,0.00,0.00,0.00,420.00,520.00,100.00,19.23%,0.00,520.00,420.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-16132,APFS Report 2025 - Detection (Quote QD-1074),Paspaley Pearls Properties Pty Ltd,"Australasia Chambers - 2 Martin Place, Sydney, NSW 2000",Repair,R DETECTION,Nu Unasa,1680.00,2080.00,400.00,19.23%,1647.50,2080.00,0.00,0.00,0.00,1680.00,2080.00,400.00,19.23%,0.00,2080.00,1647.50,0.00,0.00,32.50,0.00,0.00,0.00,-32.50,,0.25,-32.50,32.50,0.00,0.00,0.00
T-26652,FAS Fault,Goodman Property Services (Aust) Pty Limited SC01822,"Goodman AU545 - Interlink Industrial Estate - Kimberly Clark -  35 Sarah Andrews Close, Erskine Park, NSW 2759",Callout,R DETECTION,Bill Mortel,0.00,0.00,0.00,,194.83,0.00,0.00,0.00,0.00,210.00,460.00,250.00,54.35%,0.00,460.00,194.83,460.00,460.00,15.17,0.00,0.00,0.00,-15.17,,0.12,-15.17,15.17,0.00,0.00,0.00
T-17260,APFS Report 2025 - Occupancy Warning System (Quote QD-1076),C/- TGC,"Fred Health & Bleach - 24 Rothschild, Rosebery, NSW 2018",Repair,R DETECTION,Nu Unasa,2185.00,2528.00,343.00,13.57%,1660.00,2528.00,2.00,74.60,0.00,2291.43,2528.00,236.57,9.36%,2.00,2528.00,1734.60,0.00,0.00,556.83,0.00,0.00,0.00,-556.83,,4.28,-556.83,556.83,0.00,0.00,0.00
T-30090,PM2026/02 R DETECTION (39A501 AU870) ,Goodman Property Services (Aust) Pty Limited SC01822,"Goodman AU870 - Chep - 13-15 Interchange Drive, Eastern Creek - NSW 2766",I&T,R DETECTION,,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-28942,Mimic Panel level 4,PMG,"1 YORK - 1 York Street, Sydney, NSW 2000",Callout,R DETECTION,John Minai,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,413.84,520.00,106.16,20.42%,0.00,520.00,0.00,520.00,520.00,413.84,0.00,0.00,0.00,-413.84,,3.18,-413.84,413.84,0.00,0.00,0.00
T-19669,Isolations for Ausgrid Power outage (Quote QD-1542),RAM Australia Elseie Street Buewood Trust,"39A268 - 2-14 Elsie Street, BURWOOD, 2134",Repair,R DETECTION,Nu Unasa,1075.00,1640.00,565.00,34.45%,0.00,0.00,0.00,0.00,0.00,1971.66,1640.00,-331.66,-20.22%,0.00,1640.00,0.00,1640.00,1640.00,1971.66,0.00,0.00,0.00,-1971.66,,12.18,-1971.66,1971.66,0.00,0.00,0.00
T-31022,AFSS defect inspection report Nov 2025 (Quote QD-1868 - FIP),C/- MMJ Sydney Pty Ltd,"YORKAY - 131 York Street, Sydney, NSW 2000",Repair,R DETECTION,Nu Unasa,3846.88,4947.52,1100.64,22.25%,3456.88,4947.52,1.00,275.56,0.00,4122.44,4947.52,825.08,16.68%,1.00,4947.52,3732.44,0.00,0.00,390.00,0.00,0.00,0.00,-390.00,,3.00,-390.00,390.00,0.00,0.00,0.00
T-19273,AFSS Inspection Report September 2025 (Quote QD-1502),The Trust Company (Australia) Ltd ATF Ascendas Business Park Trust No.1 C/- Colliers,"Metrolink Corporate Park - 197-201 Coward Street  Mascot, NSW 2020",Repair,R DETECTION,Nu Unasa,2380.00,2895.01,515.01,17.79%,1450.50,2895.01,0.00,0.00,0.00,2380.00,2895.01,515.01,17.79%,0.00,2895.01,1450.50,0.00,0.00,929.50,0.00,0.00,0.00,-929.50,,7.15,-929.50,929.50,0.00,0.00,0.00
T-27090,PM2026/01 R DETECTION (39753 AU893) ,Goodman Property Services (Aust) Pty Limited SC01822,"Goodman AU893 - Riverwood Business Park - 92-100 Belmore Road, Riverwood, NSW, 2210",I&T,R DETECTION,,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-19342,3 x speakers to be installed in set ceiling in bathrooms ,Goodman Property Services (Aust) Pty Limited SC01822,"Goodman AU893 - Riverwood Business Park - 92-100 Belmore Road, Riverwood, NSW, 2210",Callout,R DETECTION,Nu Unasa,0.00,0.00,0.00,,0.00,0.00,0.00,320.12,0.00,768.62,460.00,-308.62,-67.09%,0.00,460.00,320.12,460.00,460.00,448.50,0.00,0.00,0.00,-448.50,,3.45,-448.50,448.50,0.00,0.00,0.00
T-37951,Fire alarm activated,Costco Wholesale Auburn,"Costco Wholesale - 17-21 Parramatta Road, Auburn, NSW 2141",Callout,R DETECTION,Darren Brailey,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,30.33,460.00,429.67,93.41%,0.00,460.00,0.00,460.00,460.00,30.33,0.00,0.00,0.00,-30.33,,0.23,-30.33,30.33,0.00,30.33,0.00
T-31857,fire drill onsite at number 27 on Thursday night 19-2-26 at 6PM,The Kitchenary Pty Ltd,"The Kitchenary - 27 Holbeche Road, Arndell Park, NSW 2148",Callout,R DETECTION,Darren Brailey,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,580.00,580.00,100.00%,0.00,580.00,0.00,580.00,580.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-13526,Annual testing defects - Smoke Alarm (Quote QD-0946),Strata Plan 722,"SP 722 - 167 Victoria Road, Bellevue Hill, NSW 2023",Repair,R DETECTION,Nu Unasa,639.04,800.00,160.96,20.12%,480.87,800.00,0.00,0.00,0.00,639.04,800.00,160.96,20.12%,0.00,800.00,480.87,0.00,0.00,158.17,0.00,0.00,0.00,-158.17,,1.22,-158.17,158.17,0.00,0.00,0.00
T-20075,program that in for you at the FIP,C/- Colliers Int’l Pty Ltd,"Union NSW - 4-10 Goulburn Street, Sydney, NSW 2000",Callout,R DETECTION,Nu Unasa,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,509.16,460.00,-49.16,-10.69%,0.00,460.00,0.00,460.00,460.00,509.16,0.00,0.00,0.00,-509.16,,3.92,-509.16,509.16,0.00,0.00,0.00
T-26559,EWIS Fault possible 50w amp card requires reset and photos of confirmation,Goodman Property Services (Aust) Pty Limited SC01822,"Goodman - AU881- 65 Epping Road, Macquarie Park, NSW 2113",Callout,R DETECTION,John Minai,0.00,0.00,0.00,,0.00,0.00,0.00,253.50,1.95,396.50,0.00,-396.50,,1.95,0.00,253.50,0.00,0.00,143.00,0.00,0.00,0.00,-143.00,,1.10,-143.00,143.00,0.00,0.00,0.00
T-00939,5 Yearly Detection testing,C/- Commercial Portfolio Management Pty Ltd,"63 Britton Street, Smithfield, NSW 2164",Callout,R DETECTION,Jade Ogony,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,444.17,0.00,-444.17,,0.00,0.00,0.00,0.00,0.00,444.17,0.00,0.00,0.00,-444.17,,3.42,-444.17,444.17,0.00,0.00,0.00
T-19017,Ocado Isolation (Quote QD-1495),Coles Supermarkets,"Coles CFC - 154 Cowpasture Road, Wetherill Park, NSW 2164",Repair,R DETECTION,Gordon Jenkins,17745.00,34740.00,16995.00,48.92%,0.00,0.00,0.00,0.00,0.00,6669.03,7500.00,830.97,11.08%,0.00,0.00,0.00,0.00,0.00,6669.03,7500.00,0.00,7500.00,830.97,11.08%,43.30,830.97,6669.03,7500.00,0.00,0.00
T-32509,Annual Fire Panel Defect repairs (Quote QD-1891),The Trust Company (Australia) Limited ATF FIP Hold 1 Trust,"26 Nelson Road, Yennora, NSW 2161",Repair,R DETECTION,Nu Unasa,2568.54,3283.23,714.69,21.77%,2568.54,3283.23,0.02,0.00,0.00,2568.54,3283.23,714.69,21.77%,0.02,3283.23,2568.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-19016,EWIS fault investigation (Quote QD-1475),Knight Frank,"Westlands Industrial Estate - 33-45 James Erskine Drive, Erskine Park, NSW 2759",Repair,R DETECTION,Gordon Jenkins,1260.00,1560.01,300.01,19.23%,698.83,1560.01,0.00,0.00,0.00,1260.00,1560.01,300.01,19.23%,0.00,1560.01,698.83,0.00,0.00,561.17,0.00,0.00,0.00,-561.17,,4.32,-561.17,561.17,0.00,0.00,0.00
T-36796,Fault notice FIP investigate,Goodman Property Services (Aust) Pty Limited SC01822,"Goodman AU059 Lidcombe Business Park (Buildings A to F) - 3-29 Birnie Avenue  LIDCOMBE, 2141, NSW",Callout,R DETECTION,Darren Brailey,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,179.83,460.00,280.17,60.91%,0.00,460.00,0.00,460.00,460.00,179.83,0.00,0.00,0.00,-179.83,,1.38,-179.83,179.83,0.00,0.00,0.00
T-07539,5 Yearly on detection and Warning - Addressable ,Jones Lang LaSalle (NSW) Pty Ltd,"49 Hotham Parade, Artarmon, NSW 2064",Callout,R DETECTION,Nu Unasa,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,216.66,0.00,-216.66,,0.00,0.00,0.00,0.00,0.00,216.66,0.00,0.00,0.00,-216.66,,1.67,-216.66,216.66,0.00,0.00,0.00
T-22476,5 Yearly EWS testing (Quote QD-1170),Excel Building Management,"Pacific Square - 717 Anzac Parade, Maroubra, NSW 2035",Repair,R DETECTION,Nu Unasa,1309.44,1630.63,321.19,19.70%,722.66,1630.63,0.00,502.87,1.97,1507.20,1630.63,123.43,7.57%,1.97,1630.63,1225.53,0.00,0.00,281.67,0.00,0.00,0.00,-281.67,,2.17,-281.67,281.67,0.00,0.00,0.00
T-22186,5 Yearly Detection and Warning System (Quote QD-0248),C/- Colliers Int’l Pty Ltd,"Union NSW - 4-10 Goulburn Street, Sydney, NSW 2000",Repair,R DETECTION,Nu Unasa,2756.00,3270.00,514.00,15.72%,2756.00,3270.00,0.00,1600.00,0.00,4356.00,3270.00,-1086.00,-33.21%,0.00,3270.00,4356.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-37650,PM2026/04 Monthly R DETECTION (39A501 AU870) ,Goodman Property Services (Aust) Pty Limited SC01822,"Goodman AU870 - Chep - 13-15 Interchange Drive, Eastern Creek - NSW 2766",I&T,R DETECTION,,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-21353,PM2025/11 R DETECTION (39A501 AU870) ,Goodman Property Services (Aust) Pty Limited SC01822,"Goodman AU870 - Chep - 13-15 Interchange Drive, Eastern Creek - NSW 2766",I&T,R DETECTION,,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-36070,SQ-0701... Works,Goodman Property Services (Aust) Pty Limited SC01822,"Goodman AU059 - Lidcombe Business Park - Building A2 - 3-29 Birnie Avenue, Lidcombe NSW",Repair,R DETECTION,,2986.00,3900.00,914.00,23.44%,2986.00,3900.00,0.00,0.00,0.00,2986.00,3900.00,914.00,23.44%,0.00,3900.00,2986.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-30056,PM2026/02 R DETECTION (39753 AU893) ,Goodman Property Services (Aust) Pty Limited SC01822,"Goodman AU893 - Riverwood Business Park - 92-100 Belmore Road, Riverwood, NSW, 2210",I&T,R DETECTION,,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-32737,check the fault logs and rectify the zoning/fault,FlameSafe Warranty (Contracts),"Channel -  14a Momentum Drive, Eastern Creek NSW",Callout,R DETECTION,Gordon Jenkins,0.00,0.00,0.00,,0.00,0.00,0.00,600.00,0.00,1117.83,0.00,-1117.83,,0.00,0.00,600.00,0.00,0.00,517.83,0.00,0.00,0.00,-517.83,,3.98,-517.83,517.83,0.00,0.00,0.00
T-37613,PM2026/04 Monthly R DETECTION (39753 AU893) ,Goodman Property Services (Aust) Pty Limited SC01822,"Goodman AU893 - Riverwood Business Park - 92-100 Belmore Road, Riverwood, NSW, 2210",I&T,R DETECTION,,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-13540,APFS Report 2025 - Detection (Quote QD-0471),Forza Capital Pty Ltd ATF Forza 223 Liverpool Fund,"223-225 Liverpool Street, Darlinghurst, NSW 2010",Repair,R DETECTION,Nu Unasa,2340.00,2628.00,288.00,10.96%,60.00,2628.00,0.00,873.21,1.08,1477.05,2628.00,1150.95,43.80%,1.08,2628.00,933.21,0.00,0.00,543.84,0.00,0.00,0.00,-543.84,,4.18,-543.84,543.84,0.00,0.00,0.00
T-31757,AFSS Defect report Jan 2026 (Quote QD-2289 - FIP),117 York Street Pty Limited,"D.J.Wear - 117 York Street, Sydney, NSW 2000",Repair,R DETECTION,Nu Unasa,3714.00,4568.81,854.81,18.71%,3360.83,4568.81,0.00,0.00,0.00,3714.00,4568.81,854.81,18.71%,0.00,4568.81,3360.83,0.00,0.00,353.17,0.00,0.00,0.00,-353.17,,2.72,-353.17,353.17,0.00,0.00,0.00
T-33795,secondary pump has a loss of mains flashing ,The Trustee for Charter Hall Prime Industrial Fund C/- CBRE Pty Ltd CBRE,"Coles CFC - 154 Cowpasture Road, Wetherill Park, NSW 2164",Callout,R DETECTION,Nu Unasa,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,390.00,460.00,70.00,15.22%,0.00,460.00,0.00,460.00,460.00,390.00,0.00,0.00,0.00,-390.00,,3.00,-390.00,390.00,0.00,0.00,0.00
T-31856,Fault investigation - EWIS/OWS,TCAL ATF Altis Bulky Sub Trust 3 Erskine Park C/- Knight Frank Australia Pty Ltd,"CEVA - 9-11 Distribution Drive, Orchard Hills, NSW 2748",Callout,R DETECTION,Gordon Jenkins,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,162.50,460.00,297.50,64.67%,0.00,460.00,0.00,460.00,460.00,162.50,0.00,0.00,0.00,-162.50,,1.25,-162.50,162.50,0.00,0.00,0.00
T-28480,AFSS Defect report November 2025 - FIP (Quote QD-1832 FIP),State Library of NSW,"State Library of NSW - 1 Shakespeare Place, Sydney, NSW 2000",Repair,R DETECTION,Nu Unasa,3092.24,3906.21,813.97,20.84%,2330.00,3906.21,0.00,1216.84,0.00,3546.84,3906.21,359.37,9.20%,0.00,3906.21,3546.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-23342,PM2025/12 R DETECTION (39A301) ,Contec Properties Pty Ltd,"4 Glen Street, Milsons Point, NSW 2061",I&T,R DETECTION,Haider Al-Heyoury,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,585.00,0.00,-585.00,,0.00,0.00,0.00,0.00,0.00,585.00,0.00,0.00,0.00,-585.00,,4.50,-585.00,585.00,0.00,0.00,0.00
T-19801,Investigate Isolation at FIP,Jones Lang LaSalle (NSW) Pty Ltd,"Costas - 4 Beach Street, Eastern Creek, NSW 2766",Callout,R DETECTION,Nu Unasa,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,149.50,460.00,310.50,67.50%,0.00,460.00,0.00,460.00,460.00,149.50,0.00,0.00,0.00,-149.50,,1.15,-149.50,149.50,0.00,0.00,0.00
T-28546,Duct probe repairs/replacement (Quote QD-1919),Australian Catholic Universities (ACU),"ACU - Building 502 - 40 Edward Street, North Sydney - NSW 2055",Repair,R DETECTION,Nu Unasa,1785.88,2431.21,645.33,26.54%,170.67,2431.21,0.00,1020.78,0.00,1650.78,2431.21,780.43,32.10%,0.00,2431.21,1191.45,0.00,0.00,459.33,0.00,0.00,0.00,-459.33,,3.53,-459.33,459.33,0.00,0.00,0.00
T-24407,PM2025/10 R DETECTION (39A389) ,Electus Distribution Pty Ltd,"Jaycar Electronics Group - 46 Eastern Creek Drive, Eastern CreekNSW 2766",I&T,R DETECTION,,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-36078,QD-1994 Works,Lendlease Real Estate Investments Ltd C/- JLL,"Silverwater Industrial Park -  Corner Fariola St, Slough Ave & Rachael Cl Silverwater, NSW 2128",Repair,R DETECTION,Gordon Jenkins,840.00,1040.00,200.00,19.23%,582.17,1040.00,0.00,0.00,0.00,840.00,1040.00,200.00,19.23%,0.00,1040.00,582.17,0.00,0.00,257.83,0.00,0.00,0.00,-257.83,,1.98,-257.83,257.83,0.00,257.83,0.00
T-39700,SQ-0775 Works,GPT RE Limited,"COLES RRM - 54 Templar Road, Erskine Park, NSW 2759",Repair,R DETECTION,Gordon Jenkins,105.00,165.00,60.00,36.36%,105.00,165.00,0.00,0.00,0.00,105.00,165.00,60.00,36.36%,0.00,165.00,105.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-28489,LEVEL 1 NEAR GARDEN ENTRANCE - Fire door lever hanging down,Excel Building Management,"Pacific Square - 717 Anzac Parade, Maroubra, NSW 2035",Callout,R DETECTION,Nu Unasa,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,292.50,0.00,-292.50,,0.00,0.00,0.00,0.00,0.00,292.50,0.00,0.00,0.00,-292.50,,2.25,-292.50,292.50,0.00,0.00,0.00
T-18711,PM2025/10 R DETECTION (39753 AU893) ,Goodman Property Services (Aust) Pty Limited SC01822,"Goodman AU893 - Riverwood Business Park - 92-100 Belmore Road, Riverwood, NSW, 2210",I&T,R DETECTION,,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-25482,FIP Annual defect repairs (Quote QD-1901),Electus Distribution Pty Ltd,"Jaycar Electronics Group - 46 Eastern Creek Drive, Eastern CreekNSW 2766",Repair,R DETECTION,Nu Unasa,4420.00,5383.01,963.01,17.89%,2590.17,5383.01,0.02,675.00,0.00,4420.00,5383.01,963.01,17.89%,0.02,5383.01,3265.17,0.00,0.00,1154.83,0.00,0.00,0.00,-1154.83,,8.88,-1154.83,1154.83,0.00,0.00,0.00
T-36204,SQ-0703 Works,Greater Sydney Parklands C/ - JLL,Centennial Park - Grand Drive Sydney NSW 2021,Repair,R DETECTION,Gordon Jenkins,420.00,520.00,100.00,19.23%,0.00,0.00,0.00,0.00,0.00,487.50,0.00,-487.50,,0.00,0.00,0.00,0.00,0.00,487.50,0.00,0.00,0.00,-487.50,,3.75,-487.50,487.50,0.00,0.00,0.00
T-30989,Fire curtain ,Australian Catholic Universities (ACU),"ACU - Building 526 - 8-10 Berry Street, North Sydney, NSW 2055",Callout,R DETECTION,,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-32636,investigate issues on FIP,Goodman Property Services (Aust) Pty Limited SC01822,"Goodman - AU881- 65 Epping Road, Macquarie Park, NSW 2113",Callout,R DETECTION,John Minai,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,296.83,0.00,-296.83,,0.00,0.00,0.00,0.00,0.00,296.83,0.00,0.00,0.00,-296.83,,2.28,-296.83,296.83,0.00,0.00,0.00
T-16600,PM2025/09 R DETECTION (39A501 AU870) ,Goodman Property Services (Aust) Pty Limited SC01822,"Goodman AU870 - Chep - 13-15 Interchange Drive, Eastern Creek - NSW 2766",I&T,R DETECTION,,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-38908,Call Out - Isolate VESDA ,Becton Dickinson Pty Ltd (BD),"Becton Dickson - Level 4 - 66 Waterloo Road, Macquarie Park, NSW 2113",Callout,R DETECTION,Darren Brailey,0.00,0.00,0.00,,0.00,0.00,1.00,299.00,2.30,299.00,720.00,421.00,58.47%,2.30,720.00,299.00,720.00,720.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-26567,Level 3 tenancy dentist detector installation (Quote QD-1917),C/- TGC,"28 Rodborough Road, Frenchs Forest, NSW 2086",Repair,R DETECTION,John Minai,5852.96,7976.34,2123.38,26.62%,5852.96,7976.34,0.00,5479.26,0.00,11332.22,7976.34,-3355.88,-42.07%,0.00,7976.34,11332.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-36632,FAS Fault,CBIIP 45B Pty Ltd,"45 Britton St, Smithfield",Callout,R DETECTION,Gordon Jenkins,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,182.00,460.00,278.00,60.43%,0.00,460.00,0.00,460.00,460.00,182.00,0.00,0.00,0.00,-182.00,,1.40,-182.00,182.00,0.00,182.00,0.00
T-12617,PM2025/06 R DETECTION (39A430) ,PMG Group,"61-71 Dunning Avenue, Rosebery, NSW 2018",I&T,R DETECTION,,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-33254,PM2026/03 R DETECTION (39A792) ,Knight Frank,17-19 Distribution Dr. Orchard Hills,I&T,R DETECTION,Haider Al-Heyoury,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,227.50,0.00,-227.50,,0.00,0.00,0.00,0.00,0.00,227.50,0.00,0.00,0.00,-227.50,,1.75,-227.50,227.50,0.00,0.00,0.00
T-31067,Isolation of Alarm caused by Wagner unit,FlameSafe Warranty (Contracts),"Building M - 813-913 Wallgrove Road (Momentum Drive), Eastern Creek DHL",Callout,R DETECTION,Hugo,0.00,0.00,0.00,,0.00,0.00,0.00,257.84,1.98,257.84,580.00,322.16,55.54%,1.98,580.00,257.84,580.00,580.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-09858,PM2025/04 Servicing - Detection (39A685) ,FlameSafe Fire Protection (Testing Purposes),"MONDC - 13 Bushmaster Avenue, Moorebank, NSW 2170",I&T,R DETECTION,Mark Sorridimi,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-09869,"Following on from annual testing, the following defect(s) were been found:
-The new… (Quote QD-0378)",Impact International,"Impact International - Cnr Victoria and O’Connell Street, Smithfield,  NSW 2164",Repair,R DETECTION,Nu Unasa,11079.00,12263.74,1184.74,9.66%,8572.17,12263.74,0.00,163.50,1.25,11080.00,12263.74,1183.74,9.65%,1.25,12263.74,8735.67,0.00,0.00,2344.33,0.00,0.00,0.00,-2344.33,,18.03,-2344.33,2344.33,0.00,0.00,0.00
T-32311,Buzzing from WIP and speakers,Serbale Pty Limited,"45 Jones Street St, Ultimo, NSW 2007",Callout,R DETECTION,Nu Unasa,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,886.16,460.00,-426.16,-92.64%,0.00,460.00,0.00,460.00,460.00,886.16,0.00,0.00,0.00,-886.16,,6.82,-886.16,886.16,0.00,0.00,0.00
