Task Ref,Task Name,Task Client,Task Property,Task Category,Task Service Group,Task Assigned To,Quoted Cost,Quoted Sell,Quoted Profit,Quoted Margin,Estimated Cost,Estimated Sell,Estimated Hours,Committed Cost,Committed Hours,Revised Cost,Revised Sell,Revised Profit,Revised Margin,Revised Hours,Uninvoiced,Left to be incurred,Billable,Net Billable,Actual Cost,Invoiced,Invoiced Credit,Net Invoiced,Actual Profit,Actual Margin,Actual Hours,Cash Position,Cumulative Actual Cost,Cumulative Net Invoiced,Activity Actual Cost,Activity Net Invoiced
T-00486,PM2024/10 Servicing - Detection (39A438) ,Arbor Property,"ARBOUR - 63-65 Burrows Road, Alexandria, NSW 2015",I&T,R DETECTION,Sydney Kak,0.00,0.00,0.00,,0.00,0.00,0.00,17.33,0.13,17.33,0.00,-17.33,,0.13,0.00,17.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-05304,PM2025/01 Servicing - Detection (39105) ,T & JE Tamba,"31 Liberty Road, Huntingwood, NSW 2148",I&T,R DETECTION,Aaron Hollingsworth,0.00,0.00,0.00,,0.00,0.00,0.00,119.16,0.92,119.16,0.00,-119.16,,0.92,0.00,119.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-07192,PM2025/02 Servicing - Detection (39A435) ,Goodman Property Services (Aust) Pty Limited SC01822,"GoodmanAU079 Greystanes Park East - (BLDG 4) 3M, 5 Reconciliation Rise PEMULWUY, 2145, NSW",I&T,R DETECTION,Darren Brailey,0.00,0.00,0.00,,0.00,0.00,0.00,143.00,1.10,143.00,0.00,-143.00,,1.10,0.00,143.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-01069,"Setup 39A372 39A372 - 63 Britton Street, SMITHFIELD, 2164",C/- Commercial Portfolio Management Pty Ltd,"63 Britton Street, Smithfield, NSW 2164",Callout,R DETECTION,,0.00,2837.00,2837.00,100.00%,0.00,2837.00,0.00,0.00,0.00,0.00,2837.00,2837.00,100.00%,0.00,2837.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-15744,63 Jedda rd Preston’s,Hansen Yuncken Pty Ltd,"63 Jedda Road, Prestons, NSW 2170",Repair,R DETECTION,Gordon Jenkins,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,234.00,460.00,226.00,49.13%,0.00,0.00,0.00,0.00,0.00,234.00,460.00,0.00,460.00,226.00,49.13%,1.80,226.00,234.00,460.00,0.00,0.00
T-04757,Please investigate taped off thermal/ smoke detector in the kitchen area of Level 2 tenancy- Progra…,AM Property Plus C/- IOOF Investment Services Ltd C-/ Colliers,"88 Phillip Street, Parramatta, NSW 2150",Billing,R DETECTION,Bill Mortel,0.00,0.00,0.00,,0.00,0.00,0.00,84.50,0.65,84.50,460.00,375.50,81.63%,0.65,0.00,84.50,0.00,0.00,0.00,460.00,0.00,460.00,460.00,100.00%,0.00,460.00,0.00,460.00,0.00,0.00
T-07987,FFFT,Sika Australia Pty Ltd,"Sika Australia - 55 Elizabeth Street, Wetherill Park, NSW 2164",Callout,R DETECTION,Gordon Jenkins,0.00,0.00,0.00,,0.00,0.00,0.00,260.00,2.00,260.00,0.00,-260.00,,2.00,0.00,260.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-15682,:FAS Fault at 24 Muir Rd,Volkswagen Group Australia,"Volkswagen - 24 Muir Road, Chullora, NSW 2190",Callout,R DETECTION,Nu Unasa,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,197.17,460.00,262.83,57.14%,0.00,0.00,0.00,0.00,0.00,197.17,460.00,0.00,460.00,262.83,57.14%,1.52,262.83,197.17,460.00,0.00,0.00
T-28594,Investigate all OWS panels ,Goodman Property Services (Aust) Pty Limited SC01822,"Goodman AU002 - Slough Business Park - 2 Slough Avenue, Silverwater, NSW, 2128",Callout,R DETECTION,Nu Unasa,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,520.00,0.00,-520.00,,0.00,0.00,0.00,0.00,0.00,520.00,0.00,0.00,0.00,-520.00,,4.00,-520.00,520.00,0.00,0.00,0.00
T-13837,Speaker Faint,Inner West Council C/- Knight Frank Australia Pty Ltd,"203-209 Northumberland Street, Liverpool - NSW 2060",Callout,R DETECTION,Gordon Jenkins,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,632.66,850.00,217.34,25.57%,0.00,0.00,0.00,0.00,0.00,632.66,850.00,0.00,850.00,217.34,25.57%,4.87,217.34,632.66,850.00,0.00,0.00
T-06939,PM2025/02 Servicing - Detection (39579) ,Toll Holdings Limited,"15-19 McPherson St, Banksmeadow, NSW 2019",I&T,R DETECTION,Sydney Kak,0.00,0.00,0.00,,0.00,0.00,0.00,23.83,0.18,23.83,0.00,-23.83,,0.18,0.00,23.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-10826,PM2025/05 Servicing - Detection (39A570) ,Milperra Sub TC Pty Ltd ATF Milperra || Sub Trust C/- CBRE Pty Ltd,"Milperra - 233 Milperra Road, Bankstown Aerodrome, NSW 2200",I&T,R DETECTION,Darren Brailey,0.00,0.00,0.00,,0.00,0.00,0.00,65.00,0.50,65.00,0.00,-65.00,,0.50,0.00,65.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-04881,PM2025/01 Servicing - Detection (39A610) ,C/- MMJ Sydney Pty Ltd,"338 Kent Street, Sydney, NSW 2000",I&T,R DETECTION,Darren Brailey,0.00,0.00,0.00,,0.00,0.00,0.00,4.33,0.03,4.33,0.00,-4.33,,0.03,0.00,4.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-08742,PM2025/03 Servicing - Detection (39636) ,Goodman Property Services (Aust) Pty Limited SC01822,"Goodman AU122 - Showground Business Park 12 - 20 Anella Ave, Castlehill, NSW, 2019",I&T,R DETECTION,Darren Brailey,0.00,0.00,0.00,,0.00,0.00,0.00,162.50,1.25,162.50,0.00,-162.50,,1.25,0.00,162.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-07261,PM2025/02 Servicing - Detection (39754) ,The Trustee For Gemstone Arndell Park Asset,"Foothills Distribution Centre - 30 Lidco Street, Arndell Park, NSW 2148",I&T,R DETECTION,Darren Brailey,0.00,0.00,0.00,,0.00,0.00,0.00,134.33,1.03,134.33,0.00,-134.33,,1.03,0.00,134.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-03854,PM2024/12 Servicing - Detection (39A484) ,Stanton Hillier Parker,"Warrick Lane - 81-95 Main Street, Blacktown, NSW 2148",I&T,R DETECTION,Darren Brailey,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-10232,Fault on FIP,Goodman Property Services (Aust) Pty Limited SC01822,"Goodman AU546 - Interlink Industrial Estate - 28 Sarah Andrew Close, Erskine Park, NSW 2759",Callout,R DETECTION,Gordon Jenkins,0.00,0.00,0.00,,0.00,0.00,0.00,151.66,1.17,151.66,460.00,308.34,67.03%,1.17,0.00,151.66,0.00,0.00,0.00,460.00,0.00,460.00,460.00,100.00%,0.00,460.00,0.00,460.00,0.00,0.00
T-11869,Level 1 Office,Unions NSW Property and Services Limited,"Labour Council of NSW - 377-383 Sussex Street, Sydney, NSW 2000",Callout,R DETECTION,Nu Unasa,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,251.33,460.00,208.67,45.36%,0.00,0.00,0.00,0.00,0.00,251.33,460.00,0.00,460.00,208.67,45.36%,1.93,208.67,251.33,460.00,0.00,0.00
T-09873,Mechanical Trip test,Harrison Investments Pty Ltd,"609-615 Harris Street, Ultimo, NSW 2007",Callout,R DETECTION,Darren Brailey,0.00,0.00,0.00,,0.00,0.00,0.00,112.66,0.87,112.66,460.00,347.34,75.51%,0.87,0.00,112.66,0.00,0.00,0.00,460.00,0.00,460.00,460.00,100.00%,0.00,460.00,0.00,460.00,0.00,0.00
T-17043,Investigate Zone 6 Fault in FIP,IDH No 3 Pty Ltd ATF IDH No3 Trust C/- Knight Frank,"Westlands Industrial Estate - 33-45 James Erskine Drive, Erskine Park, NSW 2759",Callout,R DETECTION,Gordon Jenkins,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,177.67,460.00,282.33,61.38%,0.00,0.00,0.00,0.00,0.00,177.67,460.00,0.00,460.00,282.33,61.38%,1.37,282.33,177.67,460.00,0.00,0.00
T-04890,PM2025/01 Servicing - Detection (39056) ,Campbellfield Land Pty Ltd as trustee for Campbellfield Land Pty Ltd Land Unit Trust C/- CBRE (V) Pty Ltd VIC Rents Trust,"Bronson & Jacobs - 70 Marple Avenue, Villawood, NSW 2163",I&T,R DETECTION,Darren Brailey,0.00,0.00,0.00,,0.00,0.00,0.00,78.00,0.60,78.00,0.00,-78.00,,0.60,0.00,78.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-04100,39A396 (Quote QD-0131),Logos Property Management Pty Limited,"LOGOS - Orrcon Steel - Building 1- 145 Hollinsworth Road, Marsden Park, NSW 2765",Repair,R DETECTION,Gordon Jenkins,1040.00,1040.00,0.00,0.00%,0.00,0.00,0.00,277.32,2.13,277.32,1040.00,762.68,73.33%,2.13,0.00,277.32,0.00,0.00,0.00,1040.00,0.00,1040.00,1040.00,100.00%,0.00,1040.00,0.00,1040.00,0.00,0.00
T-30798,FIP L3.18 L05D058 Fault,Sydney Trains,"(ROC) Rail Operations Centre - Mandible & Wyndham Street, Alexandria, NSW 2015",Callout,R DETECTION,Nu Unasa,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,229.67,460.00,230.33,50.07%,0.00,0.00,0.00,0.00,0.00,229.67,460.00,0.00,460.00,230.33,50.07%,1.77,230.33,229.67,460.00,0.00,0.00
T-01093,Building F- Noisy mimic Panel,Goodman Property Services (Aust) Pty Limited SC01822,"Goodman AU645 - Campus Business Park - 350-374 Parramatta Road, Homebush West, NSW, 2140",Callout,R DETECTION,Gordon Jenkins,0.00,0.00,0.00,,0.00,0.00,0.00,120.00,1.20,120.00,460.00,340.00,73.91%,1.20,0.00,120.00,0.00,0.00,0.00,460.00,0.00,460.00,460.00,100.00%,0.00,460.00,0.00,460.00,0.00,0.00
T-04139,PM2024/12 Servicing - Detection (39A449) ,Forza Capital Pty Ltd ATF Forza 223 Liverpool Fund,"223-225 Liverpool Street, Darlinghurst, NSW 2010",I&T,R DETECTION,Sydney Kak,0.00,0.00,0.00,,0.00,0.00,0.00,36.83,0.28,36.83,0.00,-36.83,,0.28,0.00,36.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-01597,Isolation - Level 8 ,IDH No 4 Pty Ltd ATF IDH No4 Trust C/- Knight Frank,"18 Smith Street, Parramatta, NSW 2150",Callout,R DETECTION,John Minai,0.00,0.00,0.00,,0.00,0.00,0.00,78.33,0.78,78.33,460.00,381.67,82.97%,0.78,0.00,78.33,0.00,0.00,0.00,460.00,0.00,460.00,460.00,100.00%,0.00,460.00,0.00,460.00,0.00,0.00
T-09529,PM2025/04 Servicing - Detection (39878) ,Cranden Investments Pty Ltd,"Resolution X - 21B Richmond Road, Homebush West, NSW 2140",I&T,R DETECTION,Darren Brailey,0.00,0.00,0.00,,0.00,0.00,0.00,88.84,0.68,88.84,0.00,-88.84,,0.68,0.00,88.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-01073,Full Function Fire Testing 2024,Goodman Property Services (Aust) Pty Limited SC01822,"Goodman AU210 - Gateway Industrial Estate - 209-215 Walters Road, Arndell Park, NSW 2148",Callout,R DETECTION,Darren Brailey,0.00,0.00,0.00,,0.00,0.00,0.00,788.67,6.07,788.67,0.00,-788.67,,6.07,0.00,788.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-09480,PM2025/04 Servicing - Detection (39676 AU643) ,Goodman Property Services (Aust) Pty Limited SC01822,"Goodman AU643 - 19 Berry Street, Granville, NSW 2142",I&T,R DETECTION,Mark Sorridimi,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-07172,PM2025/02 Servicing - Detection (39A426) ,The Trustee for Gemstone Lane Cove Asset,"11-13 Orion Road, Lane Cove West, NSW 2066",I&T,R DETECTION,Darren Brailey,0.00,0.00,0.00,,0.00,0.00,0.00,69.33,0.53,69.33,0.00,-69.33,,0.53,0.00,69.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-00011,PM2024/10 Servicing - Detection (39138) ,Paspaley Pearls Properties Pty Ltd,"Australasia Chambers - 2 Martin Place, Sydney, NSW 2000",I&T,R DETECTION,Sydney Kak,0.00,0.00,0.00,,0.00,0.00,0.00,3.33,0.03,3.33,0.00,-3.33,,0.03,0.00,3.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-16002,Fire & Rescue attended the site for an automatic fire alarm:,7 Box Sub TC Pty Ltd ATF 7 Box Sub Trust,"7 Box Road, Taren Point, NSW 2229",Callout,R DETECTION,Ryan Robinson,0.00,0.00,0.00,,0.00,0.00,0.00,6.50,0.05,6.50,460.00,453.50,98.59%,0.05,0.00,6.50,0.00,0.00,0.00,460.00,0.00,460.00,460.00,100.00%,0.00,460.00,0.00,460.00,0.00,0.00
T-05388,PM2025/01 Servicing - Detection (39A141 A) ,Dexus Property Services P/L (DXPS),39A141 A 1 Turnbull Close Pemulwuy,I&T,R DETECTION,Darren Brailey,0.00,0.00,0.00,,0.00,0.00,0.00,52.00,0.40,52.00,0.00,-52.00,,0.40,0.00,52.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-08620,PM2025/03 Servicing - Detection (39955) ,117 York Street Pty Limited,"D.J.Wear - 117 York Street, Sydney, NSW 2000",I&T,R DETECTION,Sydney Kak,0.00,0.00,0.00,,0.00,0.00,0.00,6.50,0.05,6.50,0.00,-6.50,,0.05,0.00,6.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-00508,PM2024/10 Servicing - Detection (39A478) ,C/- Colliers Int’l Pty Ltd,"Labour Council of NSW - 377-383 Sussex Street, Sydney, NSW 2000",I&T,R DETECTION,Darren Brailey,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,65.00,0.00,-65.00,,0.00,0.00,0.00,0.00,0.00,65.00,0.00,0.00,0.00,-65.00,,0.65,-65.00,65.00,0.00,0.00,0.00
T-11884,Installation of Thermal Detectors (Quote QD-0733),German Butchery Pty Ltd ,"7 Grand Avenue, Camellia,  NSW 2142",Repair,R DETECTION,Gordon Jenkins,3936.60,5172.30,1235.70,23.89%,3936.60,5172.30,0.00,176.60,0.00,4113.20,5172.30,1059.10,20.48%,0.00,5172.30,4113.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-07358,PM2025/02 Servicing - Detection (39A581 H) ,Logos Property Management Pty Limited,"LOGOS - Unit 5A - 246 Miller Road, Villawood, NSW 2163",I&T,R DETECTION,Darren Brailey,0.00,0.00,0.00,,0.00,0.00,0.00,43.33,0.33,43.33,0.00,-43.33,,0.33,0.00,43.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-27446,EWIS Panel fault in manual,York II Sub Trust,"1 YORK - 1 York Street, Sydney, NSW 2000",Callout,R DETECTION,John Minai,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,260.00,580.00,320.00,55.17%,0.00,0.00,0.00,0.00,0.00,260.00,580.00,0.00,580.00,320.00,55.17%,2.00,320.00,260.00,580.00,0.00,0.00
T-16842,FAS Fault ,Goodman Property Services (Aust) Pty Limited SC01822,"Goodman AU543 - 33-38 Quarry Road (Bld B, Bld C & Bld D), Erskine Park, NSW 2759",Callout,R DETECTION,Gordon Jenkins,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,119.17,460.00,340.83,74.09%,0.00,0.00,0.00,0.00,0.00,119.17,460.00,0.00,460.00,340.83,74.09%,0.92,340.83,119.17,460.00,0.00,0.00
T-03561,PM2024/12 Servicing - Detection (39754) ,The Trustee For Gemstone Arndell Park Asset,"Foothills Distribution Centre - 30 Lidco Street, Arndell Park, NSW 2148",I&T,R DETECTION,Darren Brailey,0.00,0.00,0.00,,0.00,0.00,0.00,97.50,0.75,97.50,0.00,-97.50,,0.75,0.00,97.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-00471,PM2024/10 Servicing - Detection (P-0286) ,Goodman Property Services (Aust) Pty Limited SC01822,"Goodman - AU821 City West Office Park - Buildings B & C 33-35 Saunders Street PYRMONT, 2009,",I&T,R DETECTION,Darren Brailey,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,45.00,0.00,-45.00,,0.00,0.00,0.00,0.00,0.00,45.00,0.00,0.00,0.00,-45.00,,0.45,-45.00,45.00,0.00,0.00,0.00
T-17263,Attendance required to investigate the mimic panel in Warehouse 2 lights and sounds. 2025.,Goodman Property Services (Aust) Pty Limited SC01822,"Goodman AU877 - Silverwater D/C - Warehouse 1/2 - 4 Newington Road, Silverwater, NSW 1044",Callout,R DETECTION,Gordon Jenkins,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,106.17,460.00,353.83,76.92%,0.00,0.00,0.00,0.00,0.00,106.17,460.00,0.00,460.00,353.83,76.92%,0.82,353.83,106.17,460.00,0.00,0.00
T-23413,Lisa has emailed fault monitoring and has requested attendance to attend and investigate building 3…,Goodman Property Services (Aust) Pty Limited  SC01822,"Goodman AU106 - M5 Industry Park - Building 3A/3B/3C - 1 Moorebank Avenue, Moorebank NSW 2170",Callout,R DETECTION,Mark Sorridimi,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,780.00,460.00,-320.00,-69.57%,0.00,460.00,0.00,460.00,460.00,780.00,0.00,0.00,0.00,-780.00,,3.00,-780.00,780.00,0.00,0.00,0.00
T-00465,PM2024/10 Servicing - Detection (P-0283) ,C/- C.B Richard Ellis Pty Ltd1,"Abbott Industrial Centre - Building A - 152 Miller Road, Chester Hill, NSW 2162",I&T,R DETECTION,Darren Brailey,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,91.67,0.00,-91.67,,0.00,0.00,0.00,0.00,0.00,91.67,0.00,0.00,0.00,-91.67,,0.92,-91.67,91.67,0.00,0.00,0.00
T-09006,PM2025/03 Servicing - Detection (39A677) ,C/- Colliers Int’l Pty Ltd,"Mandarin Centre - 65 Albert Ave, Chatswood NSW 2067",I&T,R DETECTION,Darren Brailey,0.00,0.00,0.00,,0.00,0.00,0.00,26.00,0.20,26.00,0.00,-26.00,,0.20,0.00,26.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-11789,Attendance required to investigate multiple faults on the FIP.,Ashfield Catholic & Community Club Ltd,"Club Ashfield - 1-11 Charlotte Street, Ashfield, NSW 2131",Callout,R DETECTION,Nu Unasa,0.00,0.00,0.00,,0.00,0.00,0.00,236.16,1.82,693.32,650.00,-43.32,-6.66%,1.82,0.00,236.16,0.00,0.00,457.16,650.00,0.00,650.00,192.84,29.67%,3.52,192.84,457.16,650.00,0.00,0.00
T-05188,PM2025/01 Servicing - Detection (39A368) ,S & E Cuccurullo,"67 West Street, North Sydney, NSW 2055",I&T,R DETECTION,Darren Brailey,0.00,0.00,0.00,,0.00,0.00,0.00,62.83,0.48,62.83,0.00,-62.83,,0.48,0.00,62.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-09521,PM2025/04 Servicing - Detection (39840) ,Linfox Australia,"Linfox - 27-49 Lenore Drive, Erskine Park, NSW 2759",I&T,R DETECTION,Rory Mortel,0.00,0.00,0.00,,0.00,0.00,0.00,10.83,0.08,10.83,0.00,-10.83,,0.08,0.00,10.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-10490,PM2025/05 Servicing - Detection (39496) ,X Commercial,"13-29 Nichols Street, Surry Hills, NSW 2010",I&T,R DETECTION,Sydney Kak,0.00,0.00,0.00,,0.00,0.00,0.00,162.50,1.25,162.50,0.00,-162.50,,1.25,0.00,162.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-04984,PM2025/01 Servicing - Detection (39413) ,Goodman Property Services (Aust) Pty Limited SC01822,"Goodman AU543 - 33-38 Quarry Road (Bld B, Bld C & Bld D), Erskine Park, NSW 2759",I&T,R DETECTION,Aaron Hollingsworth,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-05011,PM2025/01 Servicing - Detection (39642) ,Kenneth R Moras Property Holdings Pty Ltd,"Pro-Pac Packaging (BLDG 1) - 147 Newton Road, Wetherill Park, NSW 2164",I&T,R DETECTION,Mark Sorridimi,0.00,0.00,0.00,,0.00,0.00,0.00,231.83,1.78,231.83,0.00,-231.83,,1.78,0.00,231.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-00512,PM2024/10 Servicing - Detection (39A482) ,GENERAL AUSTRALIA,"Fujitsu General - 1 Telopea Place, Eastern Creek, NSW 2766",I&T,R DETECTION,Darren Brailey,0.00,0.00,0.00,,0.00,0.00,0.00,135.00,1.35,135.00,0.00,-135.00,,1.35,0.00,135.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-25048,check the speakers on Level 2,Inner West Council C/- Knight Frank Australia Pty Ltd,"203-209 Northumberland Street, Liverpool - NSW 2060",Callout,R DETECTION,Gordon Jenkins,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,485.34,720.00,234.66,32.59%,0.00,0.00,0.00,0.00,0.00,485.34,720.00,0.00,720.00,234.66,32.59%,3.73,234.66,485.34,720.00,0.00,0.00
T-03650,PM2024/12 Servicing - Detection (39A153) ,Dexus Property Services P/L (DXPS),39A153 1 Litton Close Pemulwuy,I&T,R DETECTION,Darren Brailey,0.00,0.00,0.00,,0.00,0.00,0.00,78.00,0.60,78.00,0.00,-78.00,,0.60,0.00,78.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-09671,PM2025/04 Servicing - Detection (39667) ,The Trust Company (Australia) Limited as custodian for Barings Australia Property Pty Ltd ATF Barings IFI Sub Trust 9,"Abbott Industrial Centre - Building A - 152 Miller Road, Chester Hill, NSW 2162",I&T,R DETECTION,Darren Brailey,0.00,0.00,0.00,,0.00,0.00,0.00,97.50,0.75,97.50,0.00,-97.50,,0.75,0.00,97.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-08746,PM2025/03 Servicing - Detection (39667) ,The Trust Company (Australia) Limited as custodian for Barings Australia Property Pty Ltd ATF Barings IFI Sub Trust 9,"Abbott Industrial Centre - Building A - 152 Miller Road, Chester Hill, NSW 2162",I&T,R DETECTION,Darren Brailey,0.00,0.00,0.00,,0.00,0.00,0.00,108.34,0.83,108.34,0.00,-108.34,,0.83,0.00,108.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-10526,PM2025/05 Servicing - Detection (39656 AU546) ,Goodman Property Services (Aust) Pty Limited SC01822,"Goodman AU546 - Interlink Industrial Estate - 28 Sarah Andrew Close, Erskine Park, NSW 2759",I&T,R DETECTION,Rory Mortel,0.00,0.00,0.00,,0.00,0.00,0.00,17.33,0.13,17.33,0.00,-17.33,,0.13,0.00,17.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-01592,Isolation 2 November,Nks (NSW) Pty Ltd C/- Dunnet Properties Pty Ltd Pty Ltd,"NKS - 2 Eden Park Drive, Macquarie Park, NSW 2113",Callout,R DETECTION,John Minai,0.00,0.00,0.00,,0.00,0.00,0.00,112.67,0.87,112.67,1159.99,1047.32,90.29%,0.87,0.00,112.67,0.00,0.00,0.00,1159.99,0.00,1159.99,1159.99,100.00%,0.00,1159.99,0.00,1159.99,0.00,0.00
T-01744,PM2024/11 Servicing - Detection (39679) ,Lendlease Real Estate Investments Ltd C/- JLL,"Lend Lease Funds Management - 1A Bessemer Street, Blacktown, NSW 2148",I&T,R DETECTION,Glen Forrest,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-08664,PM2025/03 Servicing - Detection (39A223) ,C/- Steven Krulis Real Estate Consultants,"Pittking Properties - 175-181 Oxford Street, Bondi Junction, NSW  2022",I&T,R DETECTION,Darren Brailey,0.00,0.00,0.00,,0.00,0.00,0.00,39.00,0.30,39.00,0.00,-39.00,,0.30,0.00,39.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-01964,PM2024/11 Servicing - Detection (39A153) ,Dexus Property Services P/L (DXPS),39A153 1 Litton Close Pemulwuy,I&T,R DETECTION,Darren Brailey,0.00,0.00,0.00,,0.00,0.00,0.00,4.33,0.03,4.33,0.00,-4.33,,0.03,0.00,4.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-09567,PM2025/04 Servicing - Detection (39A114 A) ,Goodman Property Services (Aust) Pty Limited SC01822,"Goodman AU877 - Silverwater D/C - Warehouse 1/2 - 4 Newington Road, Silverwater, NSW 1044",I&T,R DETECTION,Darren Brailey,0.00,0.00,0.00,,0.00,0.00,0.00,108.34,0.83,108.34,0.00,-108.34,,0.83,0.00,108.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-03439,PM2024/12 Servicing - Detection (39A378) ,Excel Building Management,"Pacific Square - 717 Anzac Parade, Maroubra, NSW 2035",I&T,R DETECTION,Darren Brailey,0.00,0.00,0.00,,0.00,0.00,0.00,322.83,2.48,322.83,0.00,-322.83,,2.48,0.00,322.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
