Task Ref,Task Property,Task Category,Task Service Group,Task Round,Task Supporting Technicians,Task Description,Task Source Defect Quote Ref,Task Source Service Quote Ref,Task Authorisation Ref,Task Status,Task Author,Task Salesperson,Task Created Date,Task Performed Date,Task Invoiced Date,Task Days to Complete,Task Days to Invoice
T-37504,"Goodman AU877 - Silverwater D/C - Warehouse 1/2 - 4 Newington Road, Silverwater, NSW 1044",I&T,M GAS VESDA,,,Apr 2026 routine servicing (1 items): Special Hazard: Gaseous Suppression System (AS 1851-2012 Section 7): Monthly (1),,,"",COMPLETE,Office Account,,31 March     2026,1 April     2026,,1.04,
T-37439,"Lend Lease Funds Management - 1A Bessemer Street, Blacktown, NSW 2148",I&T,M COMBINED,,,"Apr 2026 routine servicing (5 items): Fire Sprinkler System: General Wet Pipe (AS 1851:2012 Section 2): Monthly (3), Fire Detection: Fire Indicator Panel - FIP (AS 1851:2012 Section 6): Monthly (2), Sound & Intercom For Emergency Purposes (AS 1851:2012 Section 6): Monthly (0)",,,"",COMPLETE,Office Account,,31 March     2026,1 April     2026,,1.19,
T-37432,"Goodman AU545 - Interlink Industrial Estate - Kimberly Clark -  35 Sarah Andrews Close, Erskine Park, NSW 2759",I&T,M COMBINED,,,"Apr 2026 routine servicing (14 items): Fire Sprinkler System: General Wet Pipe (AS 1851:2012 Section 2): Six-monthly (1), Fire Pumpsets: Diesel & Electric (AS 1851:2012 Section 3): Six-monthly (2), Water Storage Tanks For Fire Protection Systems (AS 1851:2012 Section 5): Six-monthly (2), Fire Sprinkler System: General Wet Pipe (AS 1851:2012 Section 2): Monthly (1), Fire Pumpsets: Diesel & Electric (AS 1851:2012 Section 3): Monthly (2),",,,"",COMPLETE,Office Account,,31 March     2026,1 April     2026,,1.03,
T-33164,"LOGOS - Building 4 - 145 Hollinsworth Road, Marsden Park, NSW 2765",I&T,M SPRINKLER,,,Mar 2026 routine servicing (1 items): Fire Sprinkler System: General Wet Pipe (AS 1851:2012 Section 2): Monthly (1),,,"",COMPLETE,Office Account,,27 February  2026,17 March     2026,,17.63,
T-37431,"Goodman AU546 - Interlink Industrial Estate - 28 Sarah Andrew Close, Erskine Park, NSW 2759",I&T,M COMBINED,,,"Apr 2026 routine servicing (7 items): Fire Sprinkler System: General Wet Pipe (AS 1851:2012 Section 2): Monthly (1), Fire Pumpsets: Diesel & Electric (AS 1851:2012 Section 3): Monthly (3), Fire Detection: Fire Indicator Panel - FIP (AS 1851:2012 Section 6): Monthly (1), Sound & Intercom For Emergency Purposes (AS 1851:2012 Section 6): Monthly (1), Water Storage Tanks For Fire Protection Systems (AS 1851:2012 Section 5): Monthly (1)",,,"",COMPLETE,Office Account,,31 March     2026,1 April     2026,,1.08,
T-33165,"LOGOS - Building 4 - 145 Hollinsworth Road, Marsden Park, NSW 2765",I&T,M DETECTION,,,"Mar 2026 routine servicing (2 items): Sound & Intercom For Emergency Purposes (AS 1851:2012 Section 6): Monthly (1), Fire Detection: Fire Indicator Panel - FIP (AS 1851:2012 Section 6): Monthly (1)",,,"",COMPLETE,Office Account,,27 February  2026,17 March     2026,,17.79,
T-37557,"Centuria - K&S Freighters - 1 Hope Street, Strathfield South, NSW 2136",I&T,M COMBINED,,,"Apr 2026 routine servicing (3 items): Fire Detection: Fire Indicator Panel - FIP (AS 1851:2012 Section 6): Monthly (1), Sound & Intercom For Emergency Purposes (AS 1851:2012 Section 6): Monthly (1), Water Storage Tanks For Fire Protection Systems (AS 1851:2012 Section 5): Monthly (1)",,,"",COMPLETE,Office Account,,31 March     2026,1 April     2026,,0.92,
T-37426,"Pro-Pac Packaging (BLDG 1) - 147 Newton Road, Wetherill Park, NSW 2164",I&T,M COMBINED,,Brayden Sharp,"Apr 2026 routine servicing (10 items): Sound & Intercom For Emergency Purposes (AS 1851:2012 Section 6): Monthly (1), Fire Detection: Fire Indicator Panel - FIP (AS 1851:2012 Section 6): Monthly (3), Fire Pumpsets: Diesel & Electric (AS 1851:2012 Section 3): Monthly (2), Fire Sprinkler System: General Wet Pipe (AS 1851:2012 Section 2): Monthly (4)",,,"",COMPLETE,Office Account,,31 March     2026,1 April     2026,,0.95,
T-37405,"Chep Australia - 2 Quarry Road, Erskine Park, NSW 2759",I&T,M COMBINED,,,"Apr 2026 routine servicing (7 items): Fire Detection: Fire Indicator Panel - FIP (AS 1851:2012 Section 6): Monthly (2), Sound & Intercom For Emergency Purposes (AS 1851:2012 Section 6): Monthly (1), Water Storage Tanks For Fire Protection Systems (AS 1851:2012 Section 5): Monthly (1), Fire Sprinkler System: General Wet Pipe (AS 1851:2012 Section 2): Monthly (1), Fire Pumpsets: Diesel & Electric (AS 1851:2012 Section 3): Monthly (2)",,,"",COMPLETE,Office Account,,31 March     2026,1 April     2026,,1.13,
T-33166,"LOGOS - Building 5 - 145 Hollinsworth Road, Marsden Park, NSW 2765",I&T,M SPRINKLER,,,Mar 2026 routine servicing (1 items): Fire Sprinkler System: General Wet Pipe (AS 1851:2012 Section 2): Monthly (1),,,"",COMPLETE,Office Account,,27 February  2026,17 March     2026,,17.63,
T-37562,"(ROC) Rail Operations Centre - Mandible & Wyndham Street, Alexandria, NSW 2015",I&T,M DETECTION,,,"Apr 2026 routine servicing (3 items): Fire Detection: Fire Indicator Panel - FIP (AS 1851:2012 Section 6): Monthly (2), Sound & Intercom For Emergency Purposes (AS 1851:2012 Section 6): Monthly (1)",,,"",COMPLETE,Office Account,,31 March     2026,7 April     2026,,7.24,
T-37561,"(ROC) Rail Operations Centre - Mandible & Wyndham Street, Alexandria, NSW 2015",I&T,M SPRINKLER,,,"Apr 2026 routine servicing (8 items): Fire Sprinkler System: General Wet Pipe (AS 1851:2012 Section 2): Monthly (6), Fire Pumpsets: Diesel & Electric (AS 1851:2012 Section 3): Monthly (2)",,,"",COMPLETE,Office Account,,31 March     2026,7 April     2026,,7.24,
T-33167,"LOGOS - Building 5 - 145 Hollinsworth Road, Marsden Park, NSW 2765",I&T,M DETECTION,,,"Mar 2026 routine servicing (2 items): Sound & Intercom For Emergency Purposes (AS 1851:2012 Section 6): Monthly (1), Fire Detection: Fire Indicator Panel - FIP (AS 1851:2012 Section 6): Monthly (1)",,,"",COMPLETE,Office Account,,27 February  2026,17 March     2026,,17.81,
T-37394,"Goodman AU543 - Packcentre Shed 2 - 33-83 Quarry Road, Erskine Park, NSW 2759",I&T,M COMBINED,,,"Apr 2026 routine servicing (5 items): Fire Sprinkler System: General Wet Pipe (AS 1851:2012 Section 2): Monthly (1), Fire Pumpsets: Diesel & Electric (AS 1851:2012 Section 3): Monthly (2), Fire Detection: Fire Indicator Panel - FIP (AS 1851:2012 Section 6): Monthly (1), Sound & Intercom For Emergency Purposes (AS 1851:2012 Section 6): Monthly (1)",,,"",COMPLETE,Office Account,,31 March     2026,1 April     2026,,0.93,
T-33168,"LOGOS - Building 6 - 145 Hollinsworth Road, Marsden Park 2765",I&T,M SPRINKLER,,,Mar 2026 routine servicing (2 items): Fire Sprinkler System: General Wet Pipe (AS 1851:2012 Section 2): Monthly (2),,,"",COMPLETE,Office Account,,27 February  2026,17 March     2026,,17.63,
T-37389,"Goodman AU543 - Zirco Data - 15-23 Quarry Road, Erskine Park, NSW 2759",I&T,M SPRINKLER,,,"Apr 2026 routine servicing (2 items): Fire Sprinkler System: General Wet Pipe (AS 1851:2012 Section 2): Monthly (1), Water Storage Tanks For Fire Protection Systems (AS 1851:2012 Section 5): Monthly (1)",,,"",COMPLETE,Office Account,,31 March     2026,1 April     2026,,0.98,
T-37384,"Goodman AU181 -Homemaker Centre -  49-59 O'Riordan Street, Alexandria, NSW 2015",I&T,M COMBINED,,,"Apr 2026 routine servicing (8 items): Water Storage Tanks For Fire Protection Systems (AS 1851:2012 Section 5): Six-monthly (1), Sound & Intercom For Emergency Purposes (AS 1851:2012 Section 6): Monthly (1), Fire Sprinkler System: General Wet Pipe (AS 1851:2012 Section 2): Monthly (1), Fire Pumpsets: Diesel & Electric (AS 1851:2012 Section 3): Monthly (3), Fire Detection: Fire Indicator Panel - FIP (AS 1851:2012 Section 6): Monthly (1",,,"",COMPLETE,Office Account,,31 March     2026,1 April     2026,,1.20,
T-37576,"Pacific Square - 717 Anzac Parade, Maroubra, NSW 2035",I&T,M DETECTION,,,"Apr 2026 routine servicing (10 items): Sound & Intercom For Emergency Purposes (AS 1851:2012 Section 6): Monthly (1), Fire Detection: Fire Indicator Panel - FIP (AS 1851:2012 Section 6): Monthly (9)",,,"",COMPLETE,Office Account,,31 March     2026,7 April     2026,,7.13,
T-33171,"LOGOS - Building 7 - 145 Hollinsworth Road, Marsden Park, NSW 2765",I&T,M DETECTION,,,"Mar 2026 routine servicing (2 items): Sound & Intercom For Emergency Purposes (AS 1851:2012 Section 6): Monthly (1), Fire Detection: Fire Indicator Panel - FIP (AS 1851:2012 Section 6): Monthly (1)",,,"",COMPLETE,Office Account,,27 February  2026,17 March     2026,,17.83,
T-33246,"Building M - 813-913 Wallgrove Road (Momentum Drive), Eastern Creek DHL",I&T,M COMBINED,,,"Mar 2026 routine servicing (10 items): Fire Pumpsets: Diesel & Electric (AS 1851:2012 Section 3): Monthly (3), Fire Sprinkler System: General Wet Pipe (AS 1851:2012 Section 2): Monthly (7)",,,"",COMPLETE,Office Account,,27 February  2026,30 March     2026,,30.86,
T-33169,"LOGOS - Building 6 - 145 Hollinsworth Road, Marsden Park 2765",I&T,M DETECTION,,,"Mar 2026 routine servicing (2 items): Sound & Intercom For Emergency Purposes (AS 1851:2012 Section 6): Monthly (1), Fire Detection: Fire Indicator Panel - FIP (AS 1851:2012 Section 6): Monthly (1)",,,"",COMPLETE,Office Account,,27 February  2026,17 March     2026,,17.82,
T-38480,"15-19 McPherson St, Banksmeadow, NSW 2019",Callout,R DETECTION,,,Ancillary fan module keeps going in and out of fault every few seconds or so. This is causing the monitoring company to keep sending fault notifications to tenant.,,,"",COMPLETE,Haider Al-Heyoury,,6 April     2026,6 April     2026,,0.00,
T-19344,"Goodman - AU881- 65 Epping Road, Macquarie Park, NSW 2113",Repair,R DETECTION,,John Minai,Installation of electric magnet lock,QD-1481,,"",COMPLETE,Jamie Wright,,9 October   2025,13 March     2026,9 April     2026,155.16,26.84
T-33118,"Coles CFC - 154 Cowpasture Road, Wetherill Park, NSW 2164",I&T,M DETECTION,,,"Mar 2026 routine servicing (7 items): Fire Detection: Fire Indicator Panel - FIP (AS 1851:2012 Section 6): Monthly (6), Sound & Intercom For Emergency Purposes (AS 1851:2012 Section 6): Monthly (1)",,,"",COMPLETE,Office Account,,27 February  2026,27 March     2026,,27.67,
T-33117,"Coles CFC - 154 Cowpasture Road, Wetherill Park, NSW 2164",I&T,M SPRINKLER,,,"Mar 2026 routine servicing (21 items): Fire Sprinkler System: General Wet Pipe (AS 1851:2012 Section 2): Monthly (16), Fire Pumpsets: Diesel & Electric (AS 1851:2012 Section 3): Monthly (2), Water Storage Tanks For Fire Protection Systems (AS 1851:2012 Section 5): Monthly (3)",,,"",COMPLETE,Office Account,,27 February  2026,27 March     2026,,27.66,
T-37428,"Australian Red Cross Lifeblood - 17 O'Riordan Street, Alexandria, NSW 2015",I&T,M DETECTION,,,"Apr 2026 routine servicing (7 items): Fire Detection: Fire Indicator Panel - FIP (AS 1851:2012 Section 6): Monthly (6), Sound & Intercom For Emergency Purposes (AS 1851:2012 Section 6): Monthly (1)",,,"",COMPLETE,Office Account,,31 March     2026,7 April     2026,,7.20,
T-33170,"LOGOS - Building 7 - 145 Hollinsworth Road, Marsden Park, NSW 2765",I&T,M SPRINKLER,,,Mar 2026 routine servicing (2 items): Fire Sprinkler System: General Wet Pipe (AS 1851:2012 Section 2): Monthly (2),,,"",COMPLETE,Office Account,,27 February  2026,17 March     2026,,17.64,
T-31550,"91 Phillip Street, Parramatta, NSW 2150",I&T,A DETECTION,,"Bailey Arthur, Haider Al-Heyoury, Hugo","Feb 2026 routine servicing (37 items): Sound & Intercom For Emergency Purposes (AS 1851:2012 Section 6): Annual (26), Fire Detection: Fire Indicator Panel - FIP (AS 1851:2012 Section 6): Annual (11), Automatic fail-safe devices: Annual  (0)",,,"",COMPLETE,Jade Ogony,,12 February  2026,11 March     2026,,27.20,
T-33066,"Labour Council of NSW - 377-383 Sussex Street, Sydney, NSW 2000",I&T,M SPRINKLER,,Nick Hollingsworth,"Mar 2026 routine servicing (5 items): Fire Sprinkler System: General Wet Pipe (AS 1851:2012 Section 2): Monthly (2), Fire Pumpsets: Diesel & Electric (AS 1851:2012 Section 3): Monthly (1), Fire Sprinkler System: Drenchers (Wall Wetting) (AS 1851:2012 Section 2): Monthly (1), Water Storage Tanks For Fire Protection Systems (AS 1851:2012 Section 5): Monthly (1)",,,"",COMPLETE,Office Account,,27 February  2026,30 March     2026,,30.68,
T-37586,"Veolia (Pumping Station) - 2 Durham Street, Rosehill, NSW 2142",I&T,M DETECTION,,,Apr 2026 routine servicing (1 items): Fire Detection: Fire Indicator Panel - FIP (AS 1851:2012 Section 6): Monthly (1),,,"",COMPLETE,Office Account,,31 March     2026,2 April     2026,,2.02,
T-33043,"ESR - 1 Monier Square, Villawood - NSW 2165",I&T,M COMBINED,,Rory Mortel,"Mar 2026 routine servicing (8 items): Fire Sprinkler System: General Wet Pipe (AS 1851:2012 Section 2): Monthly (2), Fire Pumpsets: Diesel & Electric (AS 1851:2012 Section 3): Monthly (5), Water Storage Tanks For Fire Protection Systems (AS 1851:2012 Section 5): Monthly (1)",,,"",COMPLETE,Office Account,,27 February  2026,27 March     2026,,27.77,
T-32991,"Rickoh - 364-372 Kent Street, Sydney, NSW 2000",I&T,M COMBINED,,,"Mar 2026 routine servicing (5 items): Fire Sprinkler System: General Wet Pipe (AS 1851:2012 Section 2): Monthly (2), Fire Pumpsets: Diesel & Electric (AS 1851:2012 Section 3): Monthly (2), Sound & Intercom For Emergency Purposes (AS 1851:2012 Section 6): Monthly (1)",,,"",COMPLETE,Office Account,,27 February  2026,26 March     2026,,26.85,
T-33141,"LOGOS - Unit 1A, 246 Miller Road, Villawood - NSW 2163",I&T,M DETECTION,,,"Mar 2026 routine servicing (2 items): Sound & Intercom For Emergency Purposes (AS 1851:2012 Section 6): Monthly (1), Fire Detection: Fire Indicator Panel - FIP (AS 1851:2012 Section 6): Monthly (1)",,,"",COMPLETE,Office Account,,27 February  2026,20 March     2026,,20.79,
T-37325,"ACU - Building 600-650 - 25a Baker Road, Strathfield, NSW 2055",Callout,R DETECTION,,,Further to fault – and inspection ,,,WOT0030229,COMPLETE,Jamie Wright,,31 March     2026,7 April     2026,10 April     2026,7.24,3.10
T-37598,"Goodman AU079 Greystanes Park East - (BLDG 3) Iron Mountain 3 Reconciliation Rise PEMULWUY, 2145, NSW",I&T,M SPRINKLER,,,"Apr 2026 routine servicing (15 items): Fire Sprinkler System: General Wet Pipe (AS 1851:2012 Section 2): Monthly (11), Fire Pumpsets: Diesel & Electric (AS 1851:2012 Section 3): Monthly (3), Water Storage Tanks For Fire Protection Systems (AS 1851:2012 Section 5): Monthly (1)",,,"",COMPLETE,Office Account,,31 March     2026,8 April     2026,,8.06,
T-32970,"YORKAY - 131 York Street, Sydney, NSW 2000",I&T,M COMBINED,,,"Mar 2026 routine servicing (5 items): Sound & Intercom For Emergency Purposes (AS 1851:2012 Section 6): Monthly (1), Fire Sprinkler System: General Wet Pipe (AS 1851:2012 Section 2): Monthly (1), Fire Pumpsets: Diesel & Electric (AS 1851:2012 Section 3): Monthly (1), Fire Detection: Fire Indicator Panel - FIP (AS 1851:2012 Section 6): Monthly (2)",,,"",COMPLETE,Office Account,,27 February  2026,27 March     2026,,27.69,
T-37595,"AU079 Greystanes Park East - (BLDG 2) Marshall Batteries/Concept Paints 1 Reconciliation Rise PEMULWUY, 2145, NSW",I&T,M COMBINED,,,"Apr 2026 routine servicing (9 items): Fire Sprinkler System: General Wet Pipe (AS 1851:2012 Section 2): Monthly (3), Fire Pumpsets: Diesel & Electric (AS 1851:2012 Section 3): Monthly (2), Fire Detection: Fire Indicator Panel - FIP (AS 1851:2012 Section 6): Monthly (2), Sound & Intercom For Emergency Purposes (AS 1851:2012 Section 6): Monthly (1), Water Storage Tanks For Fire Protection Systems (AS 1851:2012 Section 5): Monthly (1)",,,"",COMPLETE,Office Account,,31 March     2026,8 April     2026,,8.02,
T-39140,"Goodman AU002 - Slough Business Park - Block D Units 31-33 - 2 Slough Avenue, Silverwater, NSW, 2128",Callout,R DETECTION,,,Scope - BGA Installation Unit 33 & UNIT 49,,,"",COMPLETE,Casper Tavitian,,9 April     2026,9 April     2026,,0.05,
T-37607,"Goodman AU645 - Campus Business Park - 350-374 Parramatta Road, Homebush West, NSW, 2140",I&T,M DETECTION,,,"Apr 2026 routine servicing (11 items): Fire Detection: Fire Indicator Panel - FIP (AS 1851:2012 Section 6): Monthly (10), Sound & Intercom For Emergency Purposes (AS 1851:2012 Section 6): Monthly (1)",,,"",COMPLETE,Office Account,,31 March     2026,2 April     2026,,2.13,
T-32943,"AEU NSW Teachers Federation Branch - 23-33 Mary Street, Surry Hills, 2010",I&T,M COMBINED,,,"Mar 2026 routine servicing (7 items): Fire Sprinkler System: General Wet Pipe (AS 1851:2012 Section 2): Six-monthly (1), Fire Pumpsets: Diesel & Electric (AS 1851:2012 Section 3): Six-monthly (1), Fire Sprinkler System: General Wet Pipe (AS 1851:2012 Section 2): Monthly (1), Fire Pumpsets: Diesel & Electric (AS 1851:2012 Section 3): Monthly (1), Fire Detection: Fire Indicator Panel - FIP (AS 1851:2012 Section 6): Monthly (2), Sound & ",,,"",COMPLETE,Office Account,,27 February  2026,27 March     2026,,27.79,
T-33142,"LOGOS - Unit 1B, 246 Miller Road, Villawood, NSW 2163",I&T,M SPRINKLER,,Rory Mortel,Mar 2026 routine servicing (2 items): Fire Sprinkler System: General Wet Pipe (AS 1851:2012 Section 2): Monthly (2),,,"",COMPLETE,Office Account,,27 February  2026,27 March     2026,,27.79,
T-31551,"91 Phillip Street, Parramatta, NSW 2150",I&T,A FPT PASSIVE,,,"Feb 2026 routine servicing (0 items): Fire Rated Materials & Lightweight Construction (AS 1851:2012 Section 12): Annual (0), Service Penetrations, Control Joints (AS 1851:2012 Section 12): Annual (0)",,,"",COMPLETE,Jade Ogony,,12 February  2026,24 February  2026,,11.99,
T-33143,"LOGOS - Unit 1B, 246 Miller Road, Villawood, NSW 2163",I&T,M DETECTION,,,"Mar 2026 routine servicing (2 items): Sound & Intercom For Emergency Purposes (AS 1851:2012 Section 6): Monthly (1), Fire Detection: Fire Indicator Panel - FIP (AS 1851:2012 Section 6): Monthly (1)",,,"",COMPLETE,Office Account,,27 February  2026,20 March     2026,,20.80,
T-32867,"Kraft Heinz - 92-96 Station Road, Seven Hills, NSW 2147",I&T,M DETECTION,,,"Mar 2026 routine servicing (5 items): Sound & Intercom For Emergency Purposes (AS 1851:2012 Section 6): Monthly (1), Fire Detection: Fire Indicator Panel - FIP (AS 1851:2012 Section 6): Monthly (3), Special Hazard: Gaseous Suppression System (AS 1851-2012 Section 7): Monthly (1)",,,"",COMPLETE,Office Account,,27 February  2026,26 March     2026,,26.90,
T-33144,"LOGOS -  Unit 1C, 246 Miller Road, Villawood, NSW 2163",I&T,M SPRINKLER,,Rory Mortel,Mar 2026 routine servicing (2 items): Fire Sprinkler System: General Wet Pipe (AS 1851:2012 Section 2): Monthly (2),,,"",COMPLETE,Office Account,,27 February  2026,27 March     2026,,27.79,
T-32845,"Buildings A, B & C - 29 Davis Road, Wetherill Park, NSW 2000",I&T,M COMBINED,,,"Mar 2026 routine servicing (16 items): Fire Sprinkler System: General Wet Pipe (AS 1851:2012 Section 2): Monthly (5), Fire Pumpsets: Diesel & Electric (AS 1851:2012 Section 3): Monthly (5), Fire Detection: Fire Indicator Panel - FIP (AS 1851:2012 Section 6): Monthly (3), Sound & Intercom For Emergency Purposes (AS 1851:2012 Section 6): Monthly (1), Water Storage Tanks For Fire Protection Systems (AS 1851:2012 Section 5): Monthly (2)",,,"",COMPLETE,Office Account,,27 February  2026,30 March     2026,,30.66,
T-37618,"GoodmanAU079 Greystanes Park East - (BLDG 4) 3M, 5 Reconciliation Rise PEMULWUY, 2145, NSW",I&T,M SPRINKLER,,,"Apr 2026 routine servicing (9 items): Fire Sprinkler System: General Wet Pipe (AS 1851:2012 Section 2): Monthly (6), Fire Pumpsets: Diesel & Electric (AS 1851:2012 Section 3): Monthly (2), Water Storage Tanks For Fire Protection Systems (AS 1851:2012 Section 5): Monthly (1)",,,"",COMPLETE,Office Account,,31 March     2026,8 April     2026,,8.11,
T-39386,"Linfox - 27-49 Lenore Drive, Erskine Park, NSW 2759",Billing,,,,Inspection & Testing - Fixed/Monthly 2026-04-01 to 2026-04-30,,,W-00848-000008 -April 2026 ,COMPLETE,,,10 April     2026,10 April     2026,10 April     2026,0.00,0.28
T-30298,"Centuria - K&S Freighters - 1 Hope Street, Strathfield South, NSW 2136",I&T,M COMBINED,,Allan Sparkl,"Feb 2026 routine servicing (3 items): Fire Sprinkler System: General Wet Pipe (AS 1851:2012 Section 2): Weekly (Custom) (1), Fire Pumpsets: Diesel & Electric (AS 1851:2012 Section 3): Weekly (Custom) (2)",,,"",COMPLETE,Office Account,,30 January   2026,1 April     2026,,61.09,
T-39350,"20-22 Mons Road, Westmead, NSW 2145",Billing,,,,Inspection & Testing - Fixed/Monthly 2026-04-01 to 2026-04-30,,,BAR215_2600042- April ,COMPLETE,,,10 April     2026,10 April     2026,10 April     2026,0.00,0.21
T-37623,"Axalta Coating Systems - 16 Darling Street, Marsden Park, NSW 2765",I&T,M COMBINED,,,"Apr 2026 routine servicing (8 items): Fire Sprinkler System: General Wet Pipe (AS 1851:2012 Section 2): Monthly (3), Fire Pumpsets: Diesel & Electric (AS 1851:2012 Section 3): Monthly (2), Fire Detection: Fire Indicator Panel - FIP (AS 1851:2012 Section 6): Monthly (1), Sound & Intercom For Emergency Purposes (AS 1851:2012 Section 6): Monthly (1), Water Storage Tanks For Fire Protection Systems (AS 1851:2012 Section 5): Monthly (1)",,,"",COMPLETE,Office Account,,31 March     2026,9 April     2026,,9.01,
T-33145,"LOGOS -  Unit 1C, 246 Miller Road, Villawood, NSW 2163",I&T,M DETECTION,,,"Mar 2026 routine servicing (2 items): Sound & Intercom For Emergency Purposes (AS 1851:2012 Section 6): Monthly (1), Fire Detection: Fire Indicator Panel - FIP (AS 1851:2012 Section 6): Monthly (1)",,,"",COMPLETE,Office Account,,27 February  2026,20 March     2026,,20.78,
T-39379,"Rickoh - 364-372 Kent Street, Sydney, NSW 2000",Billing,,,,Inspection & Testing - Fixed/Monthly 2026-04-01 to 2026-04-30,,,"",COMPLETE,,,10 April     2026,10 April     2026,10 April     2026,0.00,0.28
T-33180,"LOGOS - Unit 2A - 246 Miller Road, Villawood, NSW 2163",I&T,M DETECTION,,,"Mar 2026 routine servicing (2 items): Fire Detection: Fire Indicator Panel - FIP (AS 1851:2012 Section 6): Monthly (1), Sound & Intercom For Emergency Purposes (AS 1851:2012 Section 6): Monthly (1)",,,"",COMPLETE,Office Account,,27 February  2026,20 March     2026,,20.81,
T-39378,"Genesis Global - 346-348 Kent Street, Sydney, NSW 2000",Billing,,,,Inspection & Testing - Fixed/Monthly 2026-04-01 to 2026-04-30,,,"",COMPLETE,,,10 April     2026,10 April     2026,10 April     2026,0.00,0.28
T-37629,"Visy Recycling - 112 Euston Road, Alexandria, NSW 2015",I&T,M DETECTION,,,"Apr 2026 routine servicing (2 items): Fire Detection: Fire Indicator Panel - FIP (AS 1851:2012 Section 6): Monthly (1), Sound & Intercom For Emergency Purposes (AS 1851:2012 Section 6): Monthly (1)",,,"",COMPLETE,Office Account,,31 March     2026,9 April     2026,,9.13,
T-37628,"Visy Recycling - 112 Euston Road, Alexandria, NSW 2015",I&T,M SPRINKLER,,,"Apr 2026 routine servicing (12 items): Fire Sprinkler System: General Wet Pipe (AS 1851:2012 Section 2): Monthly (3), Fire Pumpsets: Diesel & Electric (AS 1851:2012 Section 3): Monthly (4), Water Storage Tanks For Fire Protection Systems (AS 1851:2012 Section 5): Monthly (1), Fire Pumpsets: Diesel & Electric (AS 1851:2012 Section 3): Monthly (4)",,,"",COMPLETE,Office Account,,31 March     2026,9 April     2026,,9.13,
T-33181,"LOGOS - Unit 2A - 246 Miller Road, Villawood, NSW 2163",I&T,M SPRINKLER,,Rory Mortel,Mar 2026 routine servicing (3 items): Fire Sprinkler System: General Wet Pipe (AS 1851:2012 Section 2): Monthly (3),,,"",COMPLETE,Office Account,,27 February  2026,27 March     2026,,27.78,
T-38315,"Labour Council of NSW - 377-383 Sussex Street, Sydney, NSW 2000",Repair,R SPRINKLER,,"Tim Hu, Jaiden Raiti",Monthly testing defects waste and test valve faulty. 2026.,QD-2623,,CWO0682875,COMPLETE,Mariette Henderson,,2 April     2026,8 April     2026,14 April     2026,6.03,5.98
T-33182,"LOGOS - Unit 2B - 246 Miller Road, Villawood, NSW 2163",I&T,M DETECTION,,,"Mar 2026 routine servicing (2 items): Fire Detection: Fire Indicator Panel - FIP (AS 1851:2012 Section 6): Monthly (1), Sound & Intercom For Emergency Purposes (AS 1851:2012 Section 6): Monthly (1)",,,"",COMPLETE,Office Account,,27 February  2026,20 March     2026,,20.82,
T-33183,"LOGOS - Unit 2B - 246 Miller Road, Villawood, NSW 2163",I&T,M SPRINKLER,,Rory Mortel,Mar 2026 routine servicing (3 items): Fire Sprinkler System: General Wet Pipe (AS 1851:2012 Section 2): Monthly (3),,,"",COMPLETE,Office Account,,27 February  2026,27 March     2026,,27.74,
T-39382,"63 Britton Street, Smithfield, NSW 2164",Billing,,,,Inspection & Testing - Fixed/Monthly 2026-04-01 to 2026-04-30,,,63BRTN_2600025- April ,COMPLETE,,,10 April     2026,10 April     2026,10 April     2026,0.00,0.29
T-38644,"Barangaroo Culture Space Building - Cnr Towns Place and Dalgety Road, Millers Point, NSW 2000",Repair,R SPRINKLER,,Jaiden Raiti,Investigate pump run fault,QD-2657,,Order #: 20210102,COMPLETE,Jamie Wright,,7 April     2026,,14 April     2026,,
T-37641,"Fujitsu General - 1 Telopea Place, Eastern Creek, NSW 2766",I&T,M SPRINKLER,,,"Apr 2026 routine servicing (14 items): Fire Sprinkler System: General Wet Pipe (AS 1851:2012 Section 2): Six-monthly (3), Fire Pumpsets: Diesel & Electric (AS 1851:2012 Section 3): Six-monthly (3), Water Storage Tanks For Fire Protection Systems (AS 1851:2012 Section 5): Six-monthly (1), Fire Sprinkler System: General Wet Pipe (AS 1851:2012 Section 2): Monthly (3), Fire Pumpsets: Diesel & Electric (AS 1851:2012 Section 3): Monthly (3),",,,"",COMPLETE,Office Account,,31 March     2026,7 April     2026,,7.20,
T-33186,"LOGOS - Unit 3A - 246 Miller Road, Villawood, NSW 2163",I&T,M DETECTION,,,"Mar 2026 routine servicing (2 items): Fire Detection: Fire Indicator Panel - FIP (AS 1851:2012 Section 6): Monthly (1), Sound & Intercom For Emergency Purposes (AS 1851:2012 Section 6): Monthly (1)",,,"",COMPLETE,Office Account,,27 February  2026,20 March     2026,,20.85,
T-33188,"LOGOS - Unit 3B - 246 Miller Road, Villawood, NSW 2163",I&T,M DETECTION,,,"Mar 2026 routine servicing (2 items): Fire Detection: Fire Indicator Panel - FIP (AS 1851:2012 Section 6): Monthly (1), Sound & Intercom For Emergency Purposes (AS 1851:2012 Section 6): Monthly (1)",,,"",COMPLETE,Office Account,,27 February  2026,20 March     2026,,20.84,
T-37093,"TSS - 11 Grand Avenue, Camellia, NSW 2142",Repair,R SPRINKLER,,Jaiden Raiti,Sprinkler pump number 1 starter motor replacement. 2026.,QD-2619,,"",COMPLETE,Dean Shaw,,30 March     2026,9 April     2026,10 April     2026,10.35,0.84
